id2|id2|startTime|endTime|truncationLimit|truncationOrder
4839681849074658365|4903296568200791090|1656633600000|1662681600000|500|TIMESTAMP_DESCENDING
4839962499417642425|273593952240681201|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4839963873807173943|262616977904763425|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4839963873807174076|151717486348222757|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4840245348783887316|103584990452795419|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4840807474103586423|4861074497060485781|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4840808848493128968|4892317669719549023|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4841088949080295573|4902733618247373632|1651363200000|1657411200000|500|TIMESTAMP_DESCENDING
4841090048591921246|4873458296524112215|1638316800000|1641945600000|500|TIMESTAMP_DESCENDING
4841370149179097090|4805624476404297480|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4841651074399995915|4899071969648970592|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4841651624155824775|4871208145977881385|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4841652723667448442|4901325418730097736|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4841652723667450969|4898791319305992813|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4841932549376708627|285697651117150766|1656633600000|1668729600000|500|TIMESTAMP_DESCENDING
4841933099132523929|4908079168903721240|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4842214848987151177|254173828115084766|1612137600000|1614556800000|500|TIMESTAMP_DESCENDING
4842216223376686143|4898229468864186781|1648771200000|1653609600000|500|TIMESTAMP_DESCENDING
4842495774208044375|4800558201701418679|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4842496049085949316|132294338565642132|1656633600000|1662681600000|500|TIMESTAMP_DESCENDING
4842496598841767425|4884437469883272551|1654041600000|1660089600000|500|TIMESTAMP_DESCENDING
4842497423475479592|162693361172487026|1640995200000|1644624000000|500|TIMESTAMP_DESCENDING
4842778348696372346|4840807474103587834|1656633600000|1666310400000|500|TIMESTAMP_DESCENDING
4843058999039371352|4883592495197327083|1627776000000|1631404800000|500|TIMESTAMP_DESCENDING
4843060648306815477|4815475275955438814|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4843341573527716235|285979126093841748|1643673600000|1647302400000|500|TIMESTAMP_DESCENDING
4843622223870690465|4903296018444977845|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4843903423969505773|4908363117781582338|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4843903698847413487|4715550284833621990|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4844184898946224615|295831300034533833|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4844185723579935605|4868673221920046894|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4844186273335740326|4848690422718941909|1661990400000|1671667200000|500|TIMESTAMP_DESCENDING
4844466099045011460|4722870283495548940|1656633600000|1662681600000|500|TIMESTAMP_DESCENDING
4844466373922916158|289357650448101998|1661990400000|1665619200000|500|TIMESTAMP_DESCENDING
4844747574021724092|294704850371887085|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4845029323876352021|4848407023596870157|1638316800000|1640736000000|500|TIMESTAMP_DESCENDING
4845030423387978035|4864170172048479455|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4845310523975161084|4902733618247384423|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4845312448120493292|4741729381813070328|1627776000000|1631404800000|500|TIMESTAMP_DESCENDING
4845592548707670828|4826172424582075142|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4845873199050655375|66147444160727939|1661990400000|1674086400000|500|TIMESTAMP_DESCENDING
4845873473928573314|4883030094999722184|1640995200000|1643414400000|500|TIMESTAMP_DESCENDING
4846437523393624669|4687121312185844901|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4846438348027337706|4714706134781402258|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4846438348027343987|4837431423650508639|1659312000000|1662940800000|500|TIMESTAMP_DESCENDING
4846717623980787935|4865297446344851721|1648771200000|1652400000000|500|TIMESTAMP_DESCENDING
4846720097881951497|4809563751688708325|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4846999648713330912|4675301012431445895|1643673600000|1648512000000|500|TIMESTAMP_DESCENDING
4847000748224950355|195343633837206371|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4847001297980759245|4906391418555081330|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4847281948323743771|4852067572683641553|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4847282772957463119|78533992403437484|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4847282772957476883|251922578057217817|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4847564247934179532|4823638874913776180|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4847843798765542526|179299560164696869|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4847844348521353057|195343633837206371|1648771200000|1652400000000|500|TIMESTAMP_DESCENDING
4847844623399272802|4859385097444399507|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4847845173155077927|277534601914623456|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4848125548620173800|4665730313467482187|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4848126098375986259|4860230621886165537|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4848406748718974552|4907799343194451677|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4848407023596870157|132294338565642132|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4848689048329393309|223491681264074899|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4848690422718941909|4857133847386526407|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4848969698672395904|95984891203696823|1661990400000|1671667200000|500|TIMESTAMP_DESCENDING
4848971622817735502|162692811416680920|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4849250898771197556|269934502665534694|1635724800000|1638144000000|500|TIMESTAMP_DESCENDING
4849251448527000229|296112225255436940|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4849534023015333968|184368033890828370|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4849534297893262140|4892036469620736131|1651363200000|1656201600000|500|TIMESTAMP_DESCENDING
4849534572771153553|294142450174276111|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
4849814948236247664|4820260625437436521|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4849815772869951886|298647149313280037|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4850096148335054504|4816318876251861484|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4850376798678035205|4906391968310901506|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4850659098288458191|132012313833122497|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4850660197800103859|4908080543293253019|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4850660472677993966|4865295522199521599|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4850940848143077187|4895413069829646657|1661990400000|1689811200000|500|TIMESTAMP_DESCENDING
4850941397898899430|158472061155561116|1659312000000|1662940800000|500|TIMESTAMP_DESCENDING
4851221498486076902|4907517043584018620|1643673600000|1647302400000|500|TIMESTAMP_DESCENDING
4851221773363981182|217580156997339714|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4851222323119801028|4836022949255319257|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4851504072974419128|4901889193317250074|1654041600000|1661299200000|500|TIMESTAMP_DESCENDING
4851785273073216753|289921699913152536|1648771200000|1651190400000|500|TIMESTAMP_DESCENDING
4852068122439450625|107243890272130789|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4852912272491684961|4845310523975161084|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4853192373078868714|4791550177812951643|1646092800000|1650931200000|500|TIMESTAMP_DESCENDING
4853473023421862286|4897665144521233469|1659312000000|1666569600000|500|TIMESTAMP_DESCENDING
4854037072886895920|4841370149179097090|1640995200000|1644624000000|500|TIMESTAMP_DESCENDING
4854317998107808660|210543282579589330|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4854319372497323309|4887250845260858831|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4854599747962420065|124131564241037820|1643673600000|1647302400000|500|TIMESTAMP_DESCENDING
4855162423037935328|4864732572246094633|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4855444172892542077|297800525359874340|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4855445547282074402|265149428061456385|1654041600000|1656460800000|500|TIMESTAMP_DESCENDING
4855726747380894801|4812660526188349027|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4855727297136689316|4861074497060485781|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
4855727297136709623|4837711524237690069|1656633600000|1663891200000|500|TIMESTAMP_DESCENDING
4856008772113404295|296394524865855505|1643673600000|1647302400000|500|TIMESTAMP_DESCENDING
4856288048066860859|4898511218718822662|1617235200000|1619654400000|500|TIMESTAMP_DESCENDING
4856288872700595337|4720618208803958553|1635724800000|1638144000000|500|TIMESTAMP_DESCENDING
4856289422456408882|4893444394260123841|1651363200000|1657411200000|500|TIMESTAMP_DESCENDING
4856289972212211530|4886406970086538110|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4856569248165665981|188026383954365185|1643673600000|1648512000000|500|TIMESTAMP_DESCENDING
4856571172311017914|4910051692763941269|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4856851272898191928|4903857319130961863|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4856851822654010657|4910050593252313434|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4856852922165631781|4907237217874747841|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4857132747874912084|103583616063250582|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4857133847386526407|4876556445413282999|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4857133847386542534|4882747245633483932|1646092800000|1648512000000|500|TIMESTAMP_DESCENDING
4857413947973705660|4907236942996837637|1651363200000|1654992000000|500|TIMESTAMP_DESCENDING
4857976623049229258|256423703783428550|1656633600000|1661472000000|500|TIMESTAMP_DESCENDING
4857977722560844665|4869237546263002902|1646092800000|1665446400000|500|TIMESTAMP_DESCENDING
4857977722560849097|74873993072496477|1643673600000|1646092800000|500|TIMESTAMP_DESCENDING
4858260571927088607|4897665969154950398|1654041600000|1657670400000|500|TIMESTAMP_DESCENDING
4858539847880545430|4892880069917158806|1661990400000|1671667200000|500|TIMESTAMP_DESCENDING
4858539847880558692|4906954093630603209|1651363200000|1653782400000|500|TIMESTAMP_DESCENDING
4858540397636357585|4825608375117030506|1656633600000|1659052800000|500|TIMESTAMP_DESCENDING
4859102797833968657|4861637996769715794|1648771200000|1652400000000|500|TIMESTAMP_DESCENDING
4859103622467696624|4883311295098526794|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4859104447101415956|4890909195324375139|1661990400000|1666828800000|500|TIMESTAMP_DESCENDING
4859383997932775978|4904419994206479343|1656633600000|1660262400000|500|TIMESTAMP_DESCENDING
4859384272810677329|4892880069917158806|1659312000000|1661731200000|500|TIMESTAMP_DESCENDING
4859384547688594284|133984562815455404|1661990400000|1671667200000|500|TIMESTAMP_DESCENDING
4859385097444399507|4885562270278495562|1661990400000|1678924800000|500|TIMESTAMP_DESCENDING
4860228972618731112|4878526220494438728|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4860229247496619096|4905546993624943124|1659312000000|1664150400000|500|TIMESTAMP_DESCENDING
4860230621886165537|4903295468689174488|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4860511547107060497|4909487643298910075|1654041600000|1658880000000|500|TIMESTAMP_DESCENDING
4860792747205859383|4894850669632036336|1646092800000|1652140800000|500|TIMESTAMP_DESCENDING
4860793022083763159|224054356339593767|1659312000000|1662940800000|500|TIMESTAMP_DESCENDING
4860793296961679890|4895695919195883809|1656633600000|1663891200000|500|TIMESTAMP_DESCENDING
