deleteTime|dependentDate|accountId
1669997699276|1638091703700|4807592602218011163
1670000581140|1623940562851|150026162586787934
1670001370590|1629815170286|4780852479430500646
1670003181320|1637547219405|4805903752357749560
1670010780507|1628188182136|4775504454872998393
1670011448325|1635225536329|4798303927986554015
1670011529696|1637430365488|4805622277381038229
1670017200464|1626430632315|4769593480362078553
1670019340858|1635970907603|4800837202776956423
1670024033499|1627793458438|162411061562049317
1670025963611|1637330534446|193373309000228592
1670030460226|1638422106540|197032483697466969
1670043379022|1638307643959|4808437027148149681
1670048997326|1621348674308|4753267931712852060
1670059250442|1606950090660|94575592174788868
1670059790730|1633455818709|4792674428452343916
1670065094601|1638254282803|4808155552171428174
1670071612118|1628468512935|164662861375742218
1670072277256|1638030332399|4807592602218011037
1670080331021|1616998351911|4738912707900621223
1670083228290|1638544132492|4808999977101558366
1670084776263|1607688865664|97108866965178095
1670086210964|1613922187180|4729061083715732324
1670105591011|1628222907859|4775504454872990501
1670107938166|1638039904398|4807592602218008792
1670110821747|1626636446675|158751886864818094
1670114946177|1638329881888|196751008720755209
1670115667081|1624637457131|4763963980827853431
1670120585019|1638142206832|4807874077194725463
1670120994841|1618020533640|4742290407621143727
1670136834432|1602223324967|4690780486883095803
1670139793233|1636678724123|191402984163247296
1670140036702|1634364057786|183803159792059980
1670144384156|1629993948001|169729410956533323
1670144706717|1638502071199|4808999977101558101
1670146062729|1635980191254|189151184349567988
1670146492182|1629033538795|4778319204640108627
1670149352577|1624186192257|4762275130967594511
1670156921961|1630164273380|4781978379337348331
1670157653701|1633158383494|4791548528545505661
1670158967744|1626719076451|159033361841525874
1670160716764|1628465305429|4776348879803127497
1670161640599|1637619440164|4806185227334463400
1670162074668|1613610724234|4727935183808901017
1670162292310|1635120777522|186336434582457866
1670166999953|1637703909247|194780683883778426
1670167095068|1622283412777|144396663052570716
1670169708034|1638127908074|196188058767332939
1670177487142|1638188349968|196188058767333554
1670178034507|1638401787912|4808718502124863353
1670181419465|1636259779871|4801681627707088465
1670189476066|1636244179749|189995609279694652
1670189497872|1636615478712|191121509186539145
1670191105006|1634136103465|4794926228266029932
1670191795932|1626459715593|4769874955338792284
1670194393495|1637633615694|4806185227334466296
1670202222633|1637217051307|4804777852450905779
1670203219771|1629506721884|4779726579523651165
1670213511936|1631629816186|4786763453941431154
1670214212419|1607666606608|4708513410415862429
1670215812086|1627601753790|161848111608632279
1670215966182|1633958049442|4794081803335902166
1670216790303|1625139110196|4765371355711423194
1670226424282|1637523399685|4805903752357755598
1670226844643|1630797232683|172262685746929700
1670226947477|1605620893154|4702039485951517762
1670230745087|1634101551326|182958734861932686
1670235142302|1623145352875|4758897431247065831
1670251248225|1636074032365|4801118677753669660
1670254569026|1637391478581|193654783976935507
1670256894668|1635100311511|186336434582455316
1670261609089|1632407934934|4789296728731822142
1670263662197|1632318624733|4789015253755105639
1670266314211|1637283807537|193373309000227754
1670266939700|1636637955643|4802807527613927425
1670267205963|1634406569587|184084634768774938
1670267403769|1636414825481|190558559233121434
1670267601496|1633993711055|4794363278312605908
1670269795241|1638663946380|197876908627593979
1670274607294|1617949678446|130322914217035623
1670276853636|1632184776901|4788452303801696321
1670277960210|1634761354678|4796896553103015564
1670278244841|1613492199282|115967690404793586
1670282824188|1633922051953|4794081803335908378
1670284656633|1638226449204|4808155552171428034
1670290544044|1637653815915|194499208907067818
1670291081038|1634299536632|4795207703242746239
1670297861808|1635173837234|4798303927986553104
1670303109354|1603811276311|84442493013204450
1670305499628|1635827109250|188588234396142441
1670306267718|1631773072766|175358910490745613
1670310283208|1634299658024|4795207703242742650
1670312521650|1638740792447|4809844402031705555
1670321156549|1623209291904|4759178906223784536
1670322983519|1637971022890|4807311127241309431
1670324034201|1636660845073|4803089002590637168
1670324870474|1638447043805|4808718502124855886
1670333511151|1638366674114|196751008720753063
1670343457904|1634397694587|184084634768775072
1670347276358|1618321108506|4743416307527989950
1670348094072|1635763420645|4799992777846820099
1670350169447|1638282911219|196469533744044825
1670351929993|1624879305342|4764526930781278762
1670356269153|1637663812749|194499208907067716
1670363021898|1629891042647|4780852479430500494
1670364546126|1638057267664|4807592602218009039
1670365192758|1636188312194|4801400152730378203
1670366087531|1637825278979|4806748177287876753
1670370038124|1638411882792|4808718502124847812
1670383357672|1637662414320|4806185227334461427
1670386260007|1628980599964|4778037729663390008
1670387111844|1633982836109|4794363278312616325
1670389546360|1624344447785|4762838080921025178
1670389983070|1606033550433|91760842407681372
1670395095349|1614183360083|4729905508645867554
1670399128745|1619376055901|4746794007248512865
1670399128810|1635302078429|4798585402963279957
1670402842412|1636401689035|4802244577660506549
1670403253557|1637036805907|4804214902497482346
1670406036077|1626791699002|159314836818236910
1670413996269|1632148588484|176766285374298066
1670416419482|1613941835311|4729061083715733811
1670422154162|1635528656059|4799429827893396500
1670422844296|1637368089211|193654783976937375
1670423251154|1594141672875|4664603314048998942
1670427990069|1633454313173|4792674428452354263
1670430721313|1626596597529|158470411888104189
1670431879855|1629765269673|168884986026397830
1670432950558|1635930382106|188869709372850856
1670434038366|1638866632012|4810125877008417058
1670435404803|1632097393494|4788170828824979834
1670439548773|1638593408954|4809281452078281893
1670439766712|1618596236990|4744260732458120367
1670445296917|1626969300581|4771563805199041904
1670453235815|1638369771257|4808437027148140084
1670455755617|1637290227874|4805059327427618400
1670455861913|1624748369136|4764245455804578328
1670458597586|1617275706991|128352589380067165
1670460986306|1633539758200|4792955903429057353
1670463792377|1638233103352|196469533744043323
1670472556308|1628514067656|4776630354779832960
1670472744146|1580025995531|7036874417767989
1670473175023|1638784169409|4809844402031704382
1670473694415|1620852548057|4751579081852587669
1670474153890|1636810738138|191684459139960992
1670477856828|1617040287259|4739194182877328274
1670479510150|1638378524755|197032483697466776
1670480378287|1638376342844|4808718502124848272
1670482540265|1629651716319|4780289529477074417
1670487931589|1603231361165|4694158186603619245
1670489827526|1635325306728|4798585402963276404
1670493823311|1638807575138|4810125877008405741
1670495534776|1633203474507|4791830003522219385
1670497710474|1638895071892|198721333557730357
1670501284474|1633169583079|4791548528545506023
1670509229013|1636102519252|4801118677753662472
1670509521563|1635167643610|4798022453009849624
1670509845572|1638927739836|4810407351985119671
1670516160376|1624989674934|4765089880734704736
1670518345521|1638381038056|197032483697467564
1670519838378|1634693889828|4796615078126289365
1670522948312|1636859248412|191965934116675898
1670530499756|1638427078622|4808718502124856679
1670534286451|1620601659727|4750734656922453863
1670535352924|1638346943315|4808437027148139937
1670537353663|1636731004885|4803370477567351318
1670539368130|1632850278953|4790704103615365577
1670541717255|1623763352548|4761149231060754524
1670544330424|1636781873927|4803370477567352692
1670546763212|1635435639870|4799148352916689824
1670547004231|1634666234518|4796615078126305483
1670551700348|1630936760337|172825635700351481
1670554569757|1638664309133|4809562927054986536
1670559093234|1628993426807|166351711236004511
1670560165152|1628441323898|164662861375742072
1670563437802|1637072388269|4804214902497492592
1670564983152|1636331199336|4801963102683803544
1670566276432|1638415660144|197032483697466636
1670568024383|1636940057471|4803933427520770729
1670569696989|1631620054283|4786481978964706377
1670571367153|1634783290931|4796896553103008976
1670573338532|1628324006918|4775785929849706411
1670577236523|1637082060230|4804496377474194647
1670583795839|1625150530917|153966812260731027
1670588763001|1629054819525|166633186212710552
1670590520454|1639000880831|4810688826961838703
1670593317238|1624581937454|4763682505851152955
1670595567615|1629350367697|4779163629570241868
1670605512578|1638727150351|4809844402031705160
1670608612998|1632677049534|4790141153661951965
1670613363368|1636811291291|191684459139961146
1670613405576|1638012175524|195625108813912229
1670623006725|1599714330114|4682617712558486447
1670629198330|1638720328093|4809844402031694247
1670630906552|1639091212907|4810970301938544493
1670633841625|1636789828556|191684459139964835
1670635768726|1626961572817|159877786771656367
1670641059714|1631908776382|4787607878871555438
1670641320667|1638013378311|4807311127241309420
1670646106759|1621094406073|4752423506782726788
1670654013138|1638979578307|199002808534439149
1670656279697|1634917798448|4797459503056427364
1670661034894|1639075915554|4810970301938547344
1670664875479|1622807114820|4758053006316942695
1670668547145|1593018716706|4660944139351763869
1670669910346|1636645394398|191402984163251379
1670674127870|1635110771369|186336434582460109
1670679014714|1620166343688|4749327282038902287
1670680427500|1638930254895|4810407351985119838
1670680943471|1637782323544|4806748177287876636
1670686184780|1631472385083|4786200503988004304
1670686964798|1631406296763|4785919029011291750
1670687646198|1629221622151|4778882154593531119
1670687881792|1638770498271|198158383604307221
1670691336938|1626808236319|159314836818235061
1670693722068|1637642896912|4806185227334453758
1670698160580|1633592502935|4792955903429065913
1670700847305|1632991617812|4790985578592092252
1670705723055|1615847136200|123567514775982745
1670706823157|1637550041771|4805903752357746949
1670709029357|1635444327836|4799148352916691597
1670711489068|1639105150204|4810970301938545826
1670714722272|1628848805812|165788761282581581
1670721378585|1638560867720|4809281452078271166
1670721398729|1614717612062|4731594358506143298
1670725296753|1634709533462|4796615078126301354
1670725677574|1638712837027|4809562927054987916
1670728431454|1638242364713|4808155552171439340
1670733781555|1636366252921|4801963102683803197
1670736928018|1637964222755|195625108813909767
1670738585934|1626239934818|4769030530408651863
1670740564700|1638577221180|197595433650884284
1670743229656|1616738890380|4738068282970488103
1670744850145|1621658674270|142426338215592101
1670749703363|1635183894225|186617909559167488
1670751334550|1635171301276|4798022453009855149
1670751459489|1637771337177|4806748177287878817
1670756171057|1636641599935|4802807527613934958
1670761722860|1638461763421|4808999977101570641
1670765083988|1638798321788|4809844402031696729
1670766954894|1638966394246|4810407351985119996
1670767422222|1633667246916|4793237378405774250
1670771369943|1639065314026|199284283511152814
1670773662065|1618056039320|4742571882597853172
1670776295080|1627667191478|4773815605012735178
1670776830109|1627395401328|161285161655214210
1670778352500|1634824856103|4796896553103001520
1670792095854|1638763853048|198158383604309501
1670792147470|1639011076761|4810688826961836880
1670792152689|1634255858393|183521684815352965
1670792472963|1638787671747|4809844402031704760
1670792805391|1615621762826|4734409108273235914
1670794412107|1636005561321|4800837202776951129
1670795678461|1638673450846|4809562927054985850
1670800145695|1639089024618|4810970301938543029
1670804288388|1636645802663|4803089002590635206
1670805351740|1639146842196|4810970301938535060
1670806312244|1622656843023|4757490056363518530
1670808314430|1633706219102|4793518853382479167
1670814777484|1636153541870|4801400152730370350
1670817245604|1633793138988|4793800328359188854
1670819659827|1638453283990|4808718502124848629
1670820604765|1634161126064|4794926228266039885
1670823148359|1624578159250|4763682505851142835
1670827622209|1604455274565|86412817850176707
1670832201757|1638725305423|4809844402031695163
1670832852260|1637795581394|4806748177287878637
1670833106112|1639180674731|199565758487856376
1670837293994|1590756512507|4653625789957279874
1670837998737|1622160448920|144115188075857282
1670841667408|1635555958615|4799429827893402976
1670842131599|1629612036319|4780008054500368478
1670843625839|1590944305430|42502721483313282
1670845030670|1638947875777|4810407351985116747
1670845218911|1631055811368|173107110677057106
1670847314887|1639163015403|4811251776915254043
1670850355486|1639249598761|4811533251891962917
1670850769271|1633936186915|4794081803335894641
1670851362057|1601904816012|4689936061952962551
1670852493031|1633352035995|180425460071537978
1670853625285|1635511850395|4799148352916696090
1670854476987|1638395353440|4808718502124848677
1670854911105|1636466324812|4802244577660518856
1670857078277|1612980448031|4725964858971921517
1670859309020|1637871296692|195343633837196640
1670860776785|1638700946698|197876908627599190
1670861232440|1637906245642|4807029652264595495
1670862959784|1639193546770|199565758487861847
1670863061243|1635461599290|4799148352916688336
1670866992454|1637403437200|193654783976935861
1670867795079|1637177735087|4804777852450906768
1670880863177|1622468599039|4756927106410090659
1670884900657|1637893638473|195343633837201389
1670886627470|1637443042166|4805622277381030750
1670893894379|1638977844673|4810688826961825990
1670894073410|1635099430859|186336434582461257
1670894503720|1633302047853|4792111478498928301
1670895789423|1638120069199|4807874077194730493
1670901244777|1639116944576|4810970301938545956
1670901851058|1639297940923|199847233464569712
1670902715576|1633389326918|4792392953475629313
1670904049804|1639088715506|199284283511151818
1670904210363|1639144882385|199284283511150596
1670904303767|1638805796365|198439858581013469
1670910252129|1638196025672|4807874077194729316
1670910372702|1635767405388|4799992777846827695
1670923487493|1639028050795|4810688826961834670
1670925232658|1611594575053|4721461259344551142
1670925621419|1627836907597|4774378554966152297
1670934310674|1626462292014|158188936911390783
1670939881973|1637957672489|4807311127241304625
1670943341437|1633159189140|179862510118110813
1670945919290|1639101839451|4810970301938540307
1670946011126|1638683304669|197876908627596552
1670948164775|1623193086207|147492887796387343
1670948319590|1637513809503|194217733930354612
1670948586275|1633950326755|4794081803335898859
1670949981956|1635521690651|4799429827893403468
1670951195009|1632991197284|179299560164694162
1670952453215|1637906374962|4807029652264591294
1670954637158|1638279297206|196469533744044893
1670954760829|1638667778015|4809562927054981501
1670955738312|1638812164521|198439858581013253
1670958680503|1639115508931|199284283511145156
1670959171477|1638978790470|199002808534439501
1670962347910|1639296009865|4811533251891954371
1670963123419|1626640839005|158751886864818179
1670963381621|1636433050421|4802244577660514457
1670973291801|1627200406077|4772126755152472779
1670978732567|1634400491114|4795770653196160346
1670981890542|1638401385576|4808718502124847162
1670982178810|1638934759100|198721333557728757
1670984145190|1637470090621|4805622277381037962
1670997457884|1638014148965|4807311127241295323
1671010111951|1637939448380|195343633837202643
1671013131441|1627622089187|4773534130036016973
1671014483885|1618404756614|4743697782504702228
1671014714212|1623971204255|150026162586783907
1671017938334|1637927072639|4807029652264585731
1671018282234|1632520789574|177892185281139000
1671018399101|1639394782623|4811814726868675549
1671020677783|1637586112597|4805903752357744728
1671021277972|1639396148797|4811814726868665075
1671022988488|1635228661860|4798303927986564446
1671023209737|1625405095814|4766497255618256741
1671027841719|1636914520003|4803933427520776513
1671029585242|1638194214907|4807874077194723147
1671031959250|1630352849050|4782541329290764473
1671034419191|1630365417710|170855310863370372
1671039818369|1634728392948|184929059698907510
1671042593649|1638305386350|4808437027148153750
1671044582464|1626419624959|4769593480362073613
1671045092324|1637434061760|193936258953648871
1671045835345|1638151756849|4807874077194715865
1671046253882|1639280191157|199847233464574542
1671051368127|1612705897406|4725120434041786152
1671053018528|1636886901217|4803651952544068903
1671053444061|1635868692834|4800555727800239831
1671059465529|1639116968896|199284283511151262
1671059593376|1621241533704|4752704981759442417
1671062710053|1634645718077|184647584722192955
1671066467121|1638982492432|199002808534442417
1671075592471|1613253811266|4726809283902062578
1671077348125|1634955813999|185773484629036933
1671080892019|1639412003361|200410183417993167
1671081136161|1633137383402|4791548528545510469
1671081922063|1637317043083|4805059327427619438
1671082884113|1622224059099|4756082681479971888
1671084043110|1639507446167|4812377676822101713
1671084489687|1638790854440|198158383604310159
1671085691559|1635817816465|4800274252823536363
1671085853905|1630393708726|170855310863374026
1671086812681|1636447101523|4802244577660514626
1671088513019|1635323932725|4798585402963268304
1671090911497|1637603099511|194499208907065255
1671094674923|1637824837981|4806748177287884935
1671095692604|1639136629084|4810970301938543215
1671104776574|1600576470984|4685432462325585154
1671104933608|1638004509065|4807311127241305145
1671106779346|1613997292353|4729342558692455156
1671112588886|1609463631078|102738366499397150
1671117042679|1639455362300|4812096201845375611
1671119499103|1639334258660|4811814726868667209
1671126444774|1621778787110|4754675306596401485
1671131819361|1617964799538|4742290407621135057
1671132153713|1637016510048|4804214902497489676
1671134547716|1632637141168|4789859678685233680
1671138168419|1626105749554|4768749055431949570
1671143043532|1631085089506|4784793129104451690
1671144784951|1638957717267|198721333557724874
1671144822493|1639449339023|4812096201845387455
1671145028291|1637776500271|4806748177287875433
1671145456883|1631150614731|4785074604081163284
1671146242835|1635006898544|4797740978033134139
1671152669880|1638576674350|4809281452078281815
1671154256547|1638629174732|4809281452078271586
1671156030273|1634522851019|4796052128172871820
1671156841975|1634986554021|4797459503056427035
1671165378702|1631631089626|175077435514029437
1671166850872|1635858686526|4800274252823540889
1671171417994|1631133632069|173388585653766206
1671179325168|1637888743161|4807029652264584214
1671179425407|1630998707198|172825635700347434
1671179856091|1629361384660|4779163629570237985
1671180181180|1624623531643|4763963980827853749
1671181669626|1629166422157|166914661189427606
1671181872540|1633189965879|4791830003522212823
1671182870229|1638576747497|197595433650886165
1671192032269|1603048923587|81909218222806274
1671196325236|1639629877640|200973133371417015
1671197126560|1639576519494|4812377676822090953
1671198214722|1638759577767|4809844402031706932
1671200930193|1636773519736|4803370477567350064
1671201227548|1616028664907|4735816483156800162
1671203623097|1634757347337|4796896553103003318
1671210032454|1637186889917|193091834023517464
1671211619357|1639311147980|4811533251891960478
1671211859075|1634030092273|182677259885215991
1671212070174|1639410157453|200410183417991356
1671212496725|1638980759661|199002808534439974
1671216521578|1632855194304|4790704103615378019
1671219371717|1615917548989|123848989752692520
1671221292573|1639148864862|4810970301938540290
1671225338696|1638272695014|4808155552171441231
1671232176204|1637445028169|4805622277381030360
1671236694868|1637303216881|4805059327427619182
1671244604569|1638949431200|4810407351985114073
1671251682678|1635656834742|188025284442722698
1671252118205|1638402489629|197032483697465353
1671256325204|1628722567354|165507286305867585
1671259224154|1623947020474|4761712181014171820
1671261572923|1633659508228|4793237378405777731
1671266017573|1639112732847|4810970301938541656
1671267952996|1639374858346|4811814726868670029
1671269588977|1638472535448|4808999977101567484
1671272115293|1638935141578|4810407351985115844
1671273020430|1638634315939|197876908627595343
1671273908045|1637461168021|4805622277381044473
1671275012842|1629867656442|4780852479430502218
1671283199733|1637916232163|4807029652264595415
1671283510004|1638128148237|196188058767328278
1671290039457|1623896772868|4761430706037461657
1671290736184|1638289290445|4808437027148139514
1671291260214|1639287320358|4811533251891956397
1671293393241|1638987060056|4810688826961830740
1671294916938|1639056087405|199002808534441527
1671297719740|1638362377775|196751008720749636
1671302367429|1630094480143|4781696904360638262
1671306402124|1630196756450|170292360909949813
1671308699468|1629842099450|4780852479430493737
1671309070233|1637876488044|195343633837203792
1671311032558|1637826199579|4806748177287887196
1671313915856|1638144764354|4807874077194715267
1671315400795|1639164976370|199565758487860209
1671317244567|1609102887196|4713298485019941266
1671318965100|1639119668591|4810970301938546930
1671322570174|1636538753412|4802526052637219534
1671322753171|1632413097246|4789296728731814020
1671323141175|1638531904260|4808999977101568480
1671329008894|1638953576055|198721333557728965
1671329983392|1637183076762|193091834023515440
1671330814879|1638140961377|196188058767328750
1671334925252|1637376025909|193654783976937143
1671336146820|1638068922042|4807592602218018252
1671343629993|1637539157388|4805903752357746458
1671349836048|1623593885293|4760586281107325096
1671350845594|1638723777154|198158383604305921
1671352643443|1639455835220|4812096201845382135
1671354578670|1615956554978|4735535008180083186
1671355317973|1639071274103|199284283511149252
1671357142973|1638698128567|197876908627596300
1671359682199|1623982172939|4761712181014184340
1671360577202|1630092849537|170010885933239232
1671361186091|1605873026372|91197892454253031
1671361476254|1625405379969|154811237190864111
1671361832476|1632086487771|176484810397584125
1671364667402|1634259084356|183521684815350273
1671370105417|1618358173080|4743416307527988570
1671380793362|1610052622404|4716394709763758130
1671382932827|1638842539881|4810125877008413268
1671386286852|1639421986837|4812096201845391127
1671388753470|1633009021858|4790985578592088625
1671389258592|1635897386853|4800555727800244866
1671397082469|1639766861566|201536083324830403
1671399527445|1636538445371|4802526052637228850
1671401899794|1636388781136|190558559233114894
1671404471202|1637166590083|4804777852450909535
1671404946614|1639017280616|199002808534435031
1671405746168|1639290066856|4811533251891970357
1671412463541|1636094084016|4801118677753672305
1671412613574|1630000122375|4781415429383926972
1671414597875|1636218666022|4801681627707081080
1671414816138|1639854849198|4813503576728943515
1671415078414|1611673119661|110056715893873042
1671418563426|1639699889836|4812940626775518153
1671420160433|1639762414710|4813222101752229068
1671424941938|1618641240020|4744260732458116214
1671427108254|1632220161448|4788452303801695091
1671427592888|1638332531607|196751008720749132
1671430465275|1628235076083|4775504454873000684
1671433202857|1639832018259|4813222101752218576
1671441682385|1634597800201|184647584722194495
1671443229067|1637727154518|4806466702311168324
1671444640367|1631213282090|4785356079057877727
1671451663558|1622611988030|4757208581386804827
1671453085114|1638288962706|4808437027148147027
1671453786750|1618067714988|130885864170461682
1671455584102|1638849539338|4810125877008410707
1671459861002|1639303257637|4811533251891964851
1671461178969|1639819640233|4813222101752231517
1671461278519|1636520236695|190840034209828162
1671462745584|1628712286110|4777193304733265160
1671468476941|1615717097769|4734972058226662568
1671468686513|1637795102155|195062158860490720
1671468886237|1639790304460|4813222101752226424
1671469364774|1635124032995|186336434582461969
1671475902521|1632906618412|4790704103615379073
1671477221524|1635159293026|186336434582457841
1671483423893|1633542804125|181269885001664849
1671487425509|1634263294372|183521684815349821
1671487695258|1638377490348|4808718502124856181
1671492676399|1639858104577|4813503576728941337
1671500075967|1637429670694|4805622277381031794
1671501655147|1636950905291|192247409093384455
1671503435076|1637441286176|193936258953643890
1671505691740|1623880806133|4761430706037464546
1671506533922|1639096353922|199284283511144449
1671507222688|1629639857225|168603511049687927
1671516121124|1623112078259|4758897431247076684
1671516357099|1639150490508|199565758487861546
1671518332911|1639342879120|4811814726868669128
1671519005540|1639834756707|4813222101752229947
1671519957214|1639941809315|4813785051705642864
1671521679490|1639124420725|4810970301938532353
1671533190600|1631019791766|4784511654127739700
1671533778858|1634992707022|4797459503056426098
1671537427128|1603948655243|4696409986417303510
1671539567761|1634899524194|4797178028079712408
1671540735257|1638220332932|196469533744042912
1671542385211|1638256837931|4808155552171435499
1671544710480|1631087245015|4784793129104453300
1671545277156|1635617797171|4799711302870111563
1671545326586|1637654661536|4806185227334462873
1671546484599|1635363312294|187180859512586325
1671550400207|1638780582089|4809844402031700106
1671553035524|1635809863613|4800274252823534141
1671554584870|1637755542535|194780683883777488
1671555191421|1636790269103|191684459139958842
1671558240770|1632761385300|4790422628638659878
1671559311055|1639656452690|4812659151798804260
1671564877023|1639391910782|200128708441284276
1671565595254|1630885631470|4784230179151031408
1671566490677|1638813956294|4810125877008410008
1671566714725|1635991690244|189151184349567494
1671566999010|1639807189662|201536083324833990
1671568721979|1637564409114|4805903752357751616
1671571242305|1636962689875|192247409093379697
1671573773353|1639450095242|4812096201845376181
1671573876191|1638838236602|4810125877008416003
1671576726044|1639367008076|200128708441277846
1671577765696|1639875503515|4813503576728928633
1671578452709|1637822089009|195062158860492882
1671580439001|1613986503702|4729342558692455328
1671582046637|1636338794743|4801963102683801583
1671585138674|1612855168430|4725401909018507326
1671585578917|1639627569344|200973133371416297
1671586909281|1638697590923|4809562927054993846
1671587651984|1638869596666|4810125877008402818
1671591655164|1636573155260|191121509186539660
1671591996658|1635971102974|4800837202776952966
1671598931088|1637192472363|4804777852450898702
1671606969491|1637980309525|4807311127241307184
1671608563155|1638377012634|4808718502124860183
1671617365507|1639818986107|4813222101752225703
1671618416290|1598302822355|4678114112931103477
1671620490438|1639901873348|201817558301548362
1671625995672|1639933286677|4813785051705645868
1671626823605|1637660593314|194499208907070158
1671627339932|1640082372908|4814066526682365350
1671628176694|1626844293267|4771000855245625824
1671631011490|1639613973438|4812659151798801903
1671633992468|1633224062826|180143985094828124
1671640890491|1633447769538|180988410024957480
1671641959148|1635655817994|188025284442719669
1671642529069|1635271156063|4798585402963274182
1671643509843|1637293766200|4805059327427610651
1671647216283|1639487302697|4812096201845388547
1671648387454|1640031497205|4814066526682355663
1671648769145|1634731270174|184929059698909369
1671649216657|1639683736544|201254608348119162
1671652203897|1634217366347|4794926228266028725
1671652328813|1639485020748|200410183417990242
1671654185534|1614551696890|119345390125324395
1671654645202|1640079478164|202380508254962005
1671654788871|1637509590749|4805903752357751801
1671657915014|1638575513810|4809281452078275037
1671658036113|1639568308344|4812377676822095155
1671672852290|1635858545201|188588234396140048
1671673670901|1639659906631|4812659151798811245
1671677247586|1639729791248|4812940626775507967
1671679396607|1634545748470|4796052128172873365
1671679762145|1635156406549|4798022453009857228
1671681055302|1637570179333|194217733930360640
1671683852047|1639873475625|4813503576728942908
1671687392618|1628050258949|4774941504919585614
1671689264457|1637864487104|4807029652264599567
1671690766980|1639067814024|199284283511153158
1671691312916|1634537951468|184366109745487847
1671692036305|1628634444020|165225811329155240
1671693467997|1639803262207|4813222101752230521
1671694541472|1635270617663|186899384535875848
1671695046825|1638851695029|4810125877008415657
1671695901269|1636465113293|190558559233121199
1671697862919|1639742559180|4812940626775508218
1671698742914|1638111578918|195906583790625136
1671700883268|1640017387475|4814066526682358214
1671701600677|1639224164178|199565758487862019
1671702629366|1634176883232|4794926228266036129
1671705256127|1638842315622|198439858581012752
1671708095401|1639517082163|4812377676822098233
1671708235918|1639979431590|4813785051705645365
1671709464613|1628272594186|4775785929849715323
1671710440917|1639432348953|4812096201845385325
1671710456948|1636957626045|4803933427520770551
1671720074936|1639640915123|4812659151798802759
1671720239949|1633596660080|181269885001664041
