createTime|dependencyTime|accountId|loanId|amount
1669702447383|1616601714499|4712454060089804755|4737786807993763009|505339.33
1669702601277|1664787158335|4763401030874447349|4894568370021606911|4885596.72
1669702837286|1659862993673|129759964263619596|266838277921706275|180090.61
1669703681602|1668688806893|4640959416005299944|4907234743973579046|14974798.26
1669704895018|1664571412640|4776630354779847234|4893723945091474384|1391271.28
1669705115973|1624820307793|4764526930781275789|4663758889118860280|25111605.47
1669705373902|1669091694386|201817558301541369|296956100429742690|47476652.05
1669706037071|1667346430119|4791548528545514456|4903012619322927566|201655.56
1669706651149|1656227559198|4814910951612482081|4866702347327242614|18184262.65
1669706910346|1668156922008|4755519731526537296|4905545894113315309|231359.22
1669707080527|1664558411425|195625108813914017|282037926664082214|2626407.89
1669707360476|1639506223792|4812377676822090190|4753830881666271954|916536.25
1669707396599|1630339331379|4732720258412979163|4782541329290761697|80795.24
1669707838053|1667828350753|4765371355711422933|4904419994206480544|11107791.0
1669708290257|1650319356533|194217733930354297|235876030483530781|33151062.4
1669708715125|1658930313472|4792674428452344612|4875428071605275527|18510487.68
1669708945254|1661852554918|4760586281107326580|4884998220813435866|19077194.27
1669709181013|1630741593846|4769874955338781937|4783667229197601985|11484306.16
1669709552427|1665112836108|4807874077194719211|4895694269928442303|12772255.54
1669709587112|1667790747610|40250921669630211|292733975779086151|8916821.03
1669709956468|1666699830432|4816599801472755192|4900760819509237504|2990956.61
1669710161667|1637998527002|91197892454257262|195625108813908856|1750317.73
1669710188559|1663186891665|4794644753289315508|4889220345464095464|39707891.34
1669710327028|1637670206502|172825635700343175|194499208907063544|6912578.99
1669710731152|1656909528434|4744823682411528976|4868954147140927959|2628072.15
1669710987896|1660707098846|4814066526682364526|4881339046116205545|12050956.95
1669711015962|1642180131540|4798585402963276353|4821103401100123869|533152.59
1669711093766|1640711678413|4779445104546955473|4816318326496045030|440984.49
1669711139502|1654709091302|4809844402031689992|4861635797746450629|22195054.84
1669711298863|1655110571792|4805340802404329248|4863043172630009797|1622767.3
1669711318680|1667560563894|4803370477567350127|4903575569276341522|52034439.33
1669711388253|1668611704958|4806748177287884737|4906953268996873519|110446.04
1669711727483|1668950372862|4801963102683801028|4908079168903714529|671349.47
1669712274872|1665854432837|4761993655990889976|4897946069742132247|14386410.89
1669712788994|1649069876950|38562071809361875|231653905832871154|997100.23
1669713240922|1630905294440|153403862307314430|172544160723636358|30184884.03
1669713370610|1638378524755|197032483697466776|190277084256408069|13284016.77
1669714107898|1669699142093|200128708441279008|298926425266718303|22970649.06
1669714161375|1662971876873|88664617663863736|276971377083289843|522406.5
1669714273992|1663033235942|4747075482225224938|4888938870487391097|9021171.92
1669714961699|1660512801538|165788761282584584|269090077735392098|49937153.22
1669715146512|1668824960530|4803370477567361419|4907797693927008347|916662.05
1669715378732|1646546788200|4816318326496048591|4835177149935657215|896114.3
1669715428562|1656694210681|167477611142841737|256423703783408500|19710662.97
1669715480675|1646535861421|4801400152730373779|4835177149935651073|8525338.79
1669715668654|1669582541590|4803370477567352834|4910049493740688243|33777850.94
1669715731929|1665434703256|194780683883774653|284852676431184310|80449326.64
1669716198858|1662628053860|4814629476635771937|4887531495603831434|9371442.92
1669716441021|1668884655294|4794644753289320740|4907797693927001959|566180.75
1669716801426|1617759884987|4708794885392567548|4741445982691002362|23251585.74
1669716905875|1663599154549|4787889353848270636|4890627720347655373|6058468.31
1669717085733|1667214529314|161566636631920152|290763650942109931|141551.07
1669717279010|1648342455798|4800274252823535595|4841088124446577515|11887626.64
1669717836680|1612230209379|4653344314980566118|4723431584181519038|11295853.18
1669717874111|1667438340015|4797459503056434251|4903294094299635740|24260591.76
1669718429755|1668698962130|203506408161804389|295548725546188867|20998111.15
1669718662892|1660329622200|4816881276449471381|4879931671232652425|24521278.0
1669719323207|1615060580535|4677551162977691584|4732720258412976193|1664581.76
1669719477027|1666198013114|4748482857108779231|4899071969648975357|173246.98
1669719512608|1611176496148|108367866033605671|14918173765666758|76322.8
1669719577413|1669423099061|187180859512586921|298082000336585124|7827110.51
1669719981773|1668857362967|4796333603149583421|4907797693927001171|6918756.99
1669720318911|1664262776950|153966812260731250|281193501733946856|8097715.92
1669720341947|1664209000424|126382264543087996|280912026757236874|642650.29
1669720351221|1666882633096|4792955903429056050|4901323769462656414|214540.52
1669721965189|1668355918427|4791830003522216100|4906108844066739178|1011730.13
1669722840678|1654552629019|4797740978033145604|4861354322769748425|39529186.79
1669722856028|1660045557253|196188058767330310|267401227875125171|9797187.18
1669723301385|1658535919700|197595433650883081|262616153271043662|20021002.12
1669724497803|1660489798153|4809281452078284914|4880494621186074525|81666393.88
1669725253150|1668941142354|4816881276449459615|4908079168903710810|7297910.39
1669725509921|1652544307155|4772971180082602652|4854598923328689468|41462715.71
1669726198933|1668282655187|4764526930781282017|4905827369090028242|5773786.68
1669726753587|1669310793189|153403862307309004|297519050383164323|436917.56
1669727282921|1668529554755|75998243711885690|294985775592772686|380735.61
1669727699565|1655613301766|4710202260276127217|4864732022490273531|55382842.17
1669728411228|1665011399496|4748482857108773174|4895412794951733111|1617621.82
1669728676608|1664953598374|4749890231992321336|4895131319975019328|6110483.83
1669728989408|1669493125169|204069358115232395|298082000336588847|3167109.13
1669730532243|1668889017050|4814066526682350456|4907797693926998563|7509826.21
1669731613541|1652254395211|205195258022073839|242068479971167611|2359260.33
1669732087206|1663574445179|4777193304733254394|4890627720347648464|363396.53
1669732195071|1647249526635|157063037004548739|225742931321947811|471423.46
1669732529618|1655014069113|4786200503988005522|4862761697653299728|8298192.05
1669733034328|1668456839380|4794081803335909015|4906390319043454579|24151193.05
1669733201628|1637425149177|4703728335811787360|4805622277381039075|33133000.71
1669733577022|1667495072162|86694292826884542|291608075872241174|2248494.68
1669733984414|1666454296598|4803089002590639740|4899916394579103191|6099276.1
1669734573216|1669590172083|3659174697242388|298363475313297784|5491839.62
1669734905518|1660895619619|4798866877939977564|4881901996069619756|9729057.01
1669735604342|1668705782294|174233010583901259|295548725546192011|2511376.93
1669736070553|1650467078012|4702883910881657588|4847843523887638844|3134592.99
1669736196767|1665246791302|195062158860493148|284289726477767733|35523260.3
1669737153377|1651772024828|4798303927986561654|4852065648538293548|1848839.32
1669737253357|1655938037552|4810688826961825981|4865857922397112889|13264424.32
1669738300996|1656739283342|4810688826961836447|4868391197187515228|33251371.13
1669739210276|1658253337876|4803933427520779486|4873176271791595642|24940142.36
1669739533213|1634865083797|4796896553103006463|4797178028079714453|3713871.11
1669739592951|1656002583966|50384020831208054|254171903969722765|56609952.51
1669739776983|1662624751232|195906583790622887|275845477176446743|673619.22
1669740745410|1658176590177|4806185227334453507|4873176271791588737|21893568.5
1669740985364|1655451063226|4796896553103008003|4864169072536851510|89492996.2
1669741057409|1653603958515|4805059327427621086|4858258098025930236|71739198.67
1669741245549|1615207076881|4733283208366406459|4705417185672045664|39584518.27
1669741528351|1662321631076|194780683883781285|274719577269604737|12810.5
1669741683169|1669531564174|146929937842965151|298363475313297080|35228414.08
1669741756779|1655576289376|169447935979819203|252764529086171757|26181245.61
1669741823690|1667381774604|4808999977101574172|4903012619322926931|16880849.74
1669741907855|1668323409561|4767623155525103789|4906108844066741722|20186349.73
1669742176066|1649994173165|4646588915539516563|4846436149004079483|3027197.29
1669744998095|1654581249784|183803159792059739|249668304342352726|1642566.32
1669745279580|1669260637968|4814066526682366671|4909205068810561828|15164197.26
1669745441443|1647560308353|181832834955088572|226868831228791715|122559.24
1669745515840|1653698800294|4811251776915251894|4858539573002638674|6042750.54
1669745685963|1666919350051|4740320082784174292|4901605244439373800|2561021.87
1669746063113|1661997037948|4731031408552710609|4885561170766858969|8145914.04
1669746462414|1640727138714|4730749933575999694|4816318326496037443|9492438.95
1669747496114|1658690913914|84442493013200231|262897628247754876|15394211.72
1669747528828|1669493125169|204069358115232395|298082000336588847|8092407.43
1669747559151|1667244491156|204913783045361649|290763650942110212|85961.7
1669747628553|1668043966016|4808718502124847812|4905264419136602547|2004788.64
1669748949209|1652814043056|4816599801472752532|4855724823235530989|9266036.22
1669750221650|1666234489300|195625108813907597|287667426198291494|4833221.03
1669750224716|1648876529402|4803089002590636036|4842776974306837727|5024232.53
1669750590244|1662260546818|4777193304733255815|4886405595696989484|8862428.96
1669751483746|1626110061245|4709639310322703836|4768749055431938598|51754148.11
1669751752358|1663082733846|4815473901565914479|4888938870487391181|38569121.58
1669752145895|1669012690508|4806466702311167884|4908360643880423043|6604775.71
1669752785548|1666676770685|4798585402963275331|4900760819509238838|8077192.26
1669753302114|1669496080762|4787326403894851272|4909768018763981215|43720234.8
1669753466989|1667336925110|193091834023518039|291045125918823160|11633043.68
1669753822264|1654680349808|4785356079057874399|4861635797746457611|35610685.21
1669753959571|1665908439931|138485688541644526|286541526291448943|2003361.44
1669754123892|1640041956252|198158383604302250|202380508254961939|9336147.07
1669754212275|1650960833764|201254608348122417|237846355320506469|52560457.95
1669755008965|1667731146393|196469533744041668|292452500802373966|12718161.75
1669755221900|1646864147380|199847233464567764|224617031415104758|583543.78
1669755550237|1619550249416|135670938774538384|27866022694356338|30893500.48
1669755678585|1636945280150|4803933427520774817|4736379433110213949|12155606.94
1669755847699|1668550783019|203787883138515650|294985775592767927|19364738.08
1669756231613|1638570380699|4809281452078268431|4775222979896279057|1842748.2
1669756379762|1648306638924|50102545854503822|229120631042478289|14026060.27
1669756445463|1669618905966|202661983231677789|298644950290009388|17299915.09
1669756950683|1656942579754|195062158860491414|257268128713543737|34346.19
1669757089559|1657570014320|4763401030874447349|4870924471977911806|1666902.71
1669758316902|1663622113095|4796896553103008003|4890627720347653171|18640728.74
1669759085895|1658052741681|67835469387272776|260927303410781024|16598689.17
1669759603193|1668902827325|4804496377474194647|4908079168903713182|1541643.44
1669760775932|1635421455031|187180859512590269|89509042593991128|14003429.14
1669761974208|1632048855276|176203335420878629|84723967989912293|57038.48
1669763527325|1669589024199|4814910951612482081|4910049493740683639|41632849.8
1669763568222|1667866319917|4757771531340226423|4904701469183185701|17600604.29
1669763616913|1669531564174|146929937842965151|298363475313297080|1108001.68
1669764263767|1660889162778|4796896553103012088|4881901996069625345|6350739.81
1669764427181|1637251423913|4795207703242751805|4805059327427618506|19250382.43
1669765053987|1663565400104|79094468455701748|278941701920264628|3926470.2
1669766210739|1666666314066|4791267053568796110|4900760819509237480|349610.11
1669766946829|1665043023041|4759460381200488144|4895412794951732760|893826.59
1669767724872|1646169009349|201817558301543929|222365231601420508|1154649.0
1669768469296|1645698685710|189995609279697128|220676381741156994|44088578.51
1669768831688|1624622115122|4709076360369277200|4763963980827854219|435713.16
1669769192712|1648665809560|4785637554034573372|4842214024353415220|25580497.33
1669770821045|1661273046012|148618787703227341|271341877549072967|63396240.88
1669771131065|1660661916793|195062158860492882|269371552712102787|10584751.08
1669771728680|1637970368044|195625108813908517|181269885001664105|79826685.68
1669771904552|1631353075843|4765934305664844014|4785637554034583547|38733142.28
1669772649170|1636473114881|112871465660976255|190840034209826808|4010414.3
1669772804379|1669351521811|4743697782504697826|4909486543787269453|4527184.64
1669773456466|1622309204389|4663195939165454011|4756364156456674952|30216901.48
1669773479434|1669396723421|189432659326279218|297800525359878745|245654.87
1669773534750|1666897708383|4813503576728944911|4901323769462663181|1053839.63
1669773815456|1667010679920|175921860444163857|290200700988688756|2060088.62
1669774217860|1667174799491|4802526052637218268|4902449669369498987|47025.6
1669774526319|1664433485274|4748482857108767877|4893442470114755280|15703206.11
1669774553123|1665824530497|121597189939011286|286260051314741952|22613556.11
1669774654489|1639475338021|200410183417991714|151715012447046473|184106.8
1669774763464|1659891564615|4807592602218009039|4878524296349092567|2038196.42
1669775281632|1651112698947|4746794007248504510|4850095323701314583|7915520.88
1669776311281|1623711931781|4752423506782715950|4760867756084035620|10687.9
1669776656469|1652731248974|205195258022073839|243757329831431549|48307468.82
1669776956525|1662372736609|4714424384926778596|4886687070673699595|3074602.19
1669777262253|1633903626523|4758615956270355656|4794081803335896225|7932.89
1669777267509|1654050201714|4711046685206254889|4859665472909479140|138444.61
1669778133488|1669526209196|203224933185098024|298363475313298094|1463372.14
1669778147438|1665714287930|110056715893873015|285978576338030469|13644016.84
1669779307639|1667047651934|110056715893873015|290200700988690307|14115205.69
1669779343506|1661350496011|181832834955088572|271623352525786021|1649009.28
1669779451534|1660417496188|4807311127241296830|4880213146209355590|24091019.6
1669779762278|1652962951251|4803370477567355824|4856006298212244145|49265390.86
1669779927333|1640439013129|4805903752357746458|4815192426589195839|1844424.05
1669780475038|1638026303303|4807592602218011121|4725401909018497002|186089.24
1669780568573|1668006750826|4692469336743353164|4904982944159895730|1027339.88
1669780621017|1633052780833|59672695062663887|179581035141401516|632737.29
1669780641621|1661151977087|4799429827893404078|4882746420999754918|26394143.99
1669781035495|1663807036096|4804214902497491944|4891472145277789374|6769451.02
1669781063767|1662971876873|88664617663863736|276971377083289843|46377237.37
1669782439861|1615943062381|4735535008180092106|4695002611533751617|39935441.45
1669782858097|1665847389305|189151184349565037|286260051314739780|3498126.73
1669783242956|1660808074344|4799992777846822942|4881620521092910812|30284151.88
1669783335997|1657422865747|204350833091943229|258956978573807786|7562192.64
1669783485591|1661701380858|180988410024952506|272749252432626094|1989710.84
1669783564071|1661440537354|4785074604081165284|4883590845929889749|45905491.06
1669783861229|1663542575458|4743979257481399087|4890627720347649756|11196495.43
1669784145270|1654503236606|4816599801472753788|4861072847793034184|761967.1
1669784644969|1665742342294|4816036851519330525|4897664594765418306|44769622.76
1669784835559|1664370652694|4668825438699659843|4893160995138049290|737211.11
1669784839893|1659565124134|177610710304425278|265993852991570762|58543104.33
1669785283427|1616273385908|124974889659533362|62768919806477617|24138562.5
1669786176481|1667873435060|167759086119556213|293015450755796135|1085405.66
1669786483788|1664948692077|194499208907070218|283445301547634834|15536655.87
1669786556803|1639877600198|4780008054500372216|4813503576728935597|12384100.87
1669787323553|1629582543159|4776067404826428092|4780008054500370707|754315.92
1669787696361|1668000738730|203787883138518129|293296925732505585|1674318.11
1669787802196|1651679182887|163818436445607198|240098155134192901|37530255.02
1669788132844|1649249311913|200973133371412774|232216855786293937|914767.88
1669788148195|1650736185983|196469533744046330|237001930390377456|24201351.77
1669788855691|1662802693060|4759741856177201521|4888094445557257333|34947129.33
1669789070154|1636271090794|43065671436733136|189995609279694559|37583874.54
1669789087075|1643441334235|202099033278252557|213358032346678228|1241845.82
1669789213466|1649034590260|4806466702311177917|4843339924260267660|28183926.01
1669789323562|1668195503559|4803089002590650771|4905545894113323107|82395562.19
1669789511693|1662198618164|184366109745486885|274438102292893995|798781.71
1669789900609|1665988590935|4731594358506144184|4898509019695556747|32776939.32
1669789990115|1669475641654|4785356079057864701|4909768018763973848|12291589.26
1669791310845|1656652276756|4811533251891964851|4868109722210802356|209867.56
1669791334800|1666589518480|142426338215593578|288793326105134102|102935.49
1669791399052|1667220252888|179018085187979063|290763650942108825|1535357.0
1669791574208|1643069485747|4764808405758001788|4823918150867233018|211904.92
1669791633074|1665052021366|4674173463257154949|4895412794951730017|21232218.81
1669791883355|1665137751281|4671077238513353832|4895694269928450588|1354117.29
1669793078822|1663384311551|4774660029942871647|4890064770394235225|5647951.82
1669793695230|1612230180232|111745565754136092|68398419340692883|4078046.77
1669793999582|1631441483710|4785919029011298472|4729624033669161670|5179466.51
1669794273755|1638773877654|4774378554966154546|4809844402031694282|8998.67
1669794455389|1660419293105|4754393831619692996|4880213146209355257|25081199.4
1669794860429|1667532764886|4812659151798801274|4903575569276341193|13899528.1
1669794878293|1663619629218|4765652830688119932|4890627720347649973|37542349.2
1669795014152|1655911871532|4780008054500374206|4865576447420408212|9378895.41
1669796162554|1635481431825|4700350636091251147|4799148352916688855|1897758.49
1669796593533|1669531564174|146929937842965151|298363475313297080|11527008.17
1669797666270|1662863424878|4803370477567357226|4888375920533970463|112250.06
1669798240476|1669206754546|143833713099152611|297237575406457253|17996648.98
1669799867752|1635216177058|134545038867699282|186617909559168443|22360634.83
1669800526670|1655380040051|4803933427520779187|4863887597560143788|3828389.41
1669800617201|1651220235379|161566636631918165|238690780250637319|8901069.9
1669801379637|1669480644218|4787326403894841445|4909768018763975166|3734211.84
1669801937038|1627068431784|136515363704676506|160159261748368303|18679119.0
1669803568814|1666315708675|4653625789957283759|4899634919602393922|636089.11
1669803828449|1669731743728|204913783045358681|298926425266717344|20862824.26
1669803985452|1655011619079|203506408161807269|251075679225907054|12449731.67
1669804214078|1667761814362|204913783045366343|292452500802376893|3763597.13
1669805118724|1658002153973|200973133371416723|260645828434072484|1003787.92
1669805340010|1625790492489|4640677941028595559|4767623155525097472|8381814.7
1669805431918|1662465943729|198158383604303335|275282527223022520|3326378.2
1669805497003|1669696429938|163536961468894849|298926425266719016|6097182.3
1669805843038|1636115299599|189432659326273153|152559437377176609|1073002.91
1669806372332|1662675803547|4803370477567357642|4887812970580549423|505755.08
1669806535976|1643858996015|4804777852450898702|4826451425657618902|4660223.4
1669806619932|1655937580826|137359788634808621|254171903969727503|282879.98
1669806765663|1667085535753|4676143788094144067|4902168194392794674|4080583.51
1669806989553|1656107692217|197032483697466370|254734853923148062|1959654.24
1669807003650|1658329527860|23080948090278586|261771728340913055|47799518.52
1669807055917|1660097087955|187462334489298304|267682702851834733|4853608.52
1669807235482|1669396723421|202661983231680049|297800525359878745|505929.03
1669807256477|1639719508547|4812940626775521536|4702883910881649406|16604329.01
1669807335819|1655809925141|4735816483156802203|4865294972443698181|1486261.45
1669808237058|1668374166007|4803089002590635206|4906108844066734837|6448859.42
1669808691618|1656276274565|204913783045362897|255297803876568280|42757742.51
1669808754892|1657693719859|204632308068650939|259801403503938007|30315159.11
1669809028916|1665683755933|23080948090278586|285697101361318816|3550357.52
1669809350396|1663804093644|4801681627707084920|4891472145277782550|465.46
1669809563004|1664181833568|90634942500839944|280912026757239964|21258560.64
1669810053912|1606458305659|4668825438699654953|4704572760741906765|8794549.34
1669811187013|1668937778632|4807874077194721442|4908079168903712545|39604629.79
1669811295126|1640101516358|4814066526682362587|4807311127241301815|1201363.98
1669811472816|1663926457058|4814066526682352663|4891753620254492542|2504104.74
1669811492503|1638387757614|4808718502124848154|4722868634228097666|25057676.13
1669812372507|1639318340867|4684869512372169345|4811533251891960326|610898.11
1669812463032|1658967031170|199284283511148797|264023528154598030|14524112.61
1669813056819|1651916223482|4814348001659063467|4852628598491711448|23008044.19
1669813525825|1663910006604|112027040730844405|280067601827104831|8957256.43
1669813659701|1627502123594|4773252655059311147|4736660908086923286|4468880.15
1669813721772|1669502794627|149744687610077315|298082000336589727|5463883.99
1669814311490|1651550578992|4790422628638659961|4851502698584870164|33652415.31
1669815083852|1652573298944|4816881276449467892|4854880398305401874|6068646.92
1669815097095|1667576996672|4815755376542615553|4903575569276339419|53560291.35
1669815386752|1665938024087|4763682505851147396|4898227544718838910|8148352.3
1669815611706|1650636918895|4809281452078280505|4848406473841056980|29260291.61
1669816350726|1639606904476|200973133371410718|115123265474659775|5920540.54
1669816457535|1668546707264|4704291285765207837|4906671794020164059|33849944.65
1669816819164|1658147220333|4716394709763762881|4872894796814883363|14922285.9
1669816849144|1666623378505|4816318326496048624|4900479344532529443|5706273.6
1669817324379|1631418397343|4781415429383918224|4785919029011286840|3498864.21
1669817643770|1623735899869|149181737656654104|126100789566377815|2423656.74
1669817793121|1660955850353|4725401909018497649|4882183471046331169|1007709.86
1669818067971|1668808776284|4792674428452343916|4907516218950289924|711465.75
1669819199820|1636834297866|4650248090236752764|4803651952544058317|605769.79
1669819276928|1662370277152|4791548528545497873|4886687070673699289|291157.13
1669819604111|1657570212501|204069358115234073|259238453550519300|9291590.64
1669820638553|1628433512596|164662861375734954|150026162586780394|31992388.28
1669821447705|1662442487721|139330113471777176|275282527223023098|46628580.69
1669821615212|1666153788217|4811533251891958711|4899071969648970753|1321248.16
1669821842967|1669012249369|4720335359437706276|4908360643880422466|6467906.83
1669822112642|1652656393624|4816881276449461928|4855161873282108931|33047166.06
1669822712027|1661293029189|110619665847288886|271623352525783688|41415.54
1669822872864|1665167147373|4790985578592081572|4895694269928443392|48617769.01
1669823002446|1664200778608|4800837202776953519|4892598045184625483|16268302.69
1669823141245|1666413858124|4811814726868665075|4899916394579100106|1058444.71
1669823473909|1645024023502|4774660029942871647|4830110600354865496|206839.81
1669823870431|1664370652694|4720053884460999236|4893160995138049290|684827.57
1669823877564|1667000635056|180425460071534430|290200700988688798|2274925.92
1669824016251|1669207929657|4722587159251396151|4908923593833846566|46380687.99
1669824156194|1661805342440|4782259854314054176|4884716745836729593|4408925.95
1669824488027|1668096825687|4810970301938539439|4905264419136606458|75535301.05
1669825176418|1659918994567|4660099714421638032|4878805771325811110|10643845.95
1669825253116|1662716926451|4816599801472758345|4887812970580549348|4918767.84
1669826670011|1664757625363|4761993655990881669|4894568370021599309|6926758.31
1669827205714|1633126893885|40813871623047755|179862510118110852|5088279.07
1669827276947|1668855312824|4748764332085487917|4907797693927004433|48209970.69
1669827350744|1667498345744|4798022453009843508|4903294094299628348|10732647.43
1669827376955|1667698083497|4811251776915251448|4904138519229764654|11848280.64
1669827582527|1644591874259|4810970301938542391|4828703225471309792|57528349.29
1669828150496|1662575908125|4643211215818985783|4887250020627122811|21417214.33
1669828273464|1640267153480|186899384535878736|202943458208384993|9043555.71
1669828708472|1661505894626|197595433650883514|272186302479206270|11577257.66
1669829049539|1661829007983|4790704103615369870|4884998220813437754|41109504.63
1669829102310|1644043321116|4798866877939983287|4827014375611045329|5228972.86
1669829464927|1667992377878|4790422628638665281|4904982944159898069|699815.63
1669830034090|1652799288051|4810407351985116747|4855443348258819501|33770985.6
1669830169872|1629209534141|167196136166133443|162974011515472207|9100090.94
1669830450672|1655380040051|4803933427520779187|4863887597560143788|2279145.31
1669830775469|1666380362507|4801118677753667494|4899634919602393916|27098853.55
1669831123079|1655399147673|126382264543091646|252201579132752120|11346898.19
1669831508593|1642953607336|192247409093379370|211669182486414139|3445181.14
1669832244296|1647555418289|4790704103615377756|4838554849656184393|3364585.53
1669832653653|1659152796708|4815192426589208462|4876272496535414531|2061043.7
1669832665421|1663910006604|112027040730844405|280067601827104831|4604489.0
1669833062466|1669531251604|4797459503056435373|4910049493740692175|72386063.45
1669833163028|1644323192800|192810359046802422|216172782113785769|5640015.33
1669833263750|1669338065543|4765934305664832293|4909486543787264909|33813334.08
1669833355341|1596586340411|4633078116657414709|4672484613396900059|20869877.59
1669835205445|1669699142093|200128708441279008|298926425266718303|17939874.18
1669835215154|1666909385120|4777474779709974121|4901323769462658878|30706645.35
1669835371016|1612522364113|4724557484088362705|4698943261207692325|21859356.74
1669835549916|1661539023096|4758053006316938233|4883872320906597875|3097020.43
1669835599864|1634480001838|4795770653196172703|4778319204640105942|4193991.37
1669836017575|1658463672982|4803370477567361419|4874020696721729628|45019656.33
1669836176863|1655566978456|4764526930781275789|4864450547513558009|21524.67
1669837292524|1645148067022|4784230179151027467|4830673550308282805|291509.41
1669838150634|1633064696529|68398419340692340|179581035141400396|1054096.62
1669838535523|1604234060594|4697535886324150559|4683743612465323541|16304723.66
1669838602477|1642662847663|4815473901565909292|4822510775983673197|2450448.92
1669839027242|1595478530679|4669106913676363865|4666573638885967119|31644766.91
1669839353076|1669586166312|4763401030874443968|4910049493740690924|10581793.74
1669839750921|1662534087138|4810970301938536032|4887250020627122401|4610537.12
1669839773069|1668824503335|4794926228266033091|4907797693927002957|50873461.8
1669839806342|1654937734415|150026162586781366|250794204249195592|4964856.67
1669840077530|1666965202507|200410183417992802|289919226011979205|9994437.53
1669840843189|1659338999665|4809562927054992136|4876835446488833873|15910685.41
1669841657617|1667205635490|4804214902497481431|4902449669369498466|19218673.99
1669841968541|1648052344258|4805059327427609621|4839962224539730558|14350725.24
1669842073389|1643182419254|181832834955084780|212513607416545885|7665362.01
1669842513277|1666690736864|4812659151798804972|4900760819509236938|23471405.0
1669842653870|1633345596788|4792111478498925187|4780289529477075014|465744.27
1669842739040|1637797282488|4806748177287875394|4784230179151021804|26425325.04
1669843095200|1668213929097|110338190870579917|294141350662637275|56512596.23
1669843217458|1663045424910|190558559233120494|277252852060000051|6347856.98
1669843911348|1655494196161|4761993655990880266|4864169072536847588|49093114.1
1669844197795|1620534362448|4750453181945745537|4715550284833622556|3702873.56
1669844346243|1662689856152|4760586281107334308|4887812970580547143|6608755.21
1669844671169|1668216552709|4817162751426180591|4905827369090031901|2624655.57
1669844941321|1662892454431|4776348879803134061|4888375920533970347|10749993.24
1669844986353|1659757935774|4761712181014167696|4878242821372379255|1517210.71
1669845039701|1668265107561|4780571004453793715|4905827369090030890|2715636.72
1669845070586|1650238049508|4705698660648759814|4847280573934214851|27779.67
1669845504872|1666579470426|4792674428452340062|4900479344532521216|115117.65
1669845920445|1662992113655|4803089002590646571|4888657395510681116|8594358.11
1669845980100|1668292272749|182958734861930730|294141350662638213|8158486.27
1669846831455|1665373870015|195343633837199430|284852676431186483|19458468.08
1669847212890|1668696981539|4713861434973368727|4907234743973584490|12357593.69
1669847712185|1641700356485|4810407351985127870|4819414551239862418|92476.29
1669847856925|1650525150277|4738068282970482726|4848124998864345226|6815379.88
1669848556655|1635625981887|4788452303801697153|4799711302870116758|13768432.7
1669850083876|1668043217372|4776911829756545685|4905264419136603771|494626.14
1669850205087|1656955168779|187180859512592182|257268128713543253|8936966.4
1669850235684|1669546076247|4717520609670606112|4910049493740690325|4821514.68
1669850693598|1668456839380|4794081803335909015|4906390319043454579|500090.86
1669850716549|1642323233735|184929059698905918|209698857649441782|10363957.4
1669850749927|1662235882583|4767060205571685028|4886124120720286726|51454391.17
