createTime|dependencyTime|companyId|loanId|loanAmount|balance|loanUsage|interestRate|org
1671257494299|1609769708545|4398046515023|303992974847513700|74050854.0|74050854.0|debt consolidation|0.052|American Express
1671278136790|1637483671873|9895604650076|303992974847508588|561708.0|561708.0|other|0.023|Rocket Loans
1671290859211|1623273937504|6597069770381|303992974847513427|87742969.0|87742969.0|weddings|0.093|Prosper
1671292995505|1635270919552|8796093022640|303992974847509045|56020233.0|56020233.0|renovations|0.044|Citibank
1671296491567|1639652301548|9895604650325|303992974847508932|86621033.0|86621033.0|investing|0.014|Patch of Land
1671302253582|1601568022808|3298534883667|303992974847508929|83283646.0|83283646.0|medical expenses|0.04|Chase Bank
1671316557693|1627807613735|7696581397579|303992974847512717|98632158.0|98632158.0|medical expenses|0.01|Prosper
1671328930587|1634514579420|8796093024286|304274449824221985|26668237.0|26668237.0|medical expenses|0.035|Bank of America
1671331606475|1613584019361|5497558140912|304274449824221922|77241000.0|77241000.0|renovations|0.071|SunTrust
1671342884791|1633059327307|8796093023751|304274449824221267|87497820.0|87497820.0|major purchases|0.016|Earnest
1671362324013|1622030596430|6597069767541|304274449824220339|43101416.0|43101416.0|education|0.043|OnDeck
1671362606675|1616202356184|5497558139598|304274449824220108|7730280.0|7730280.0|debt consolidation|0.039|RealtyMogul
1671364924774|1605881362247|4398046515074|304274449824224422|44950689.0|44950689.0|renovations|0.013|American Express
1671372111018|1637113875365|9895604650435|304274449824219725|24471149.0|24471149.0|business ventures|0.025|Capital One
1671377634439|1624912507982|7696581396967|304274449824222577|36424339.0|36424339.0|medical expenses|0.007|American Express
1671388260497|1588453207139|1099511629635|304274449824221696|18684489.0|18684489.0|funerals|0.047|Kabbage
1671392117205|1629415694368|7696581395053|304274449824219980|17388201.0|17388201.0|other|0.1|TD Bank
1671424335638|1599925792356|3298534885154|304555924800932291|87704871.0|87704871.0|medical expenses|0.078|BlueVine
1671428441124|1618824806971|6597069769163|304555924800933199|85581816.0|85581816.0|debt consolidation|0.008|US Bank
1671431440820|1609609493692|4398046513029|304555924800932441|35090868.0|35090868.0|weddings|0.013|LendingPoint
1671432054078|1622892955131|6597069769969|304555924800934245|19679031.0|19679031.0|major purchases|0.09|American Express
1671433852296|1624517082868|7696581398211|304555924800934807|89327749.0|89327749.0|renovations|0.07|American Express
1671435886275|1625141068216|7696581395245|304555924800930903|46572356.0|46572356.0|education|0.071|Navy Federal Credit Union
1671448539649|1635801213023|8796093022688|304555924800930430|90589194.0|90589194.0|vacations|0.07|Citibank
1671454422744|1634906829732|8796093022247|304555924800929851|2456087.0|2456087.0|funerals|0.003|Upgrade
1671471832511|1637908429265|9895604651503|304555924800931889|17650288.0|17650288.0|debt consolidation|0.056|Best Egg
1671473326442|1625156824181|7696581394677|304555924800930123|88247412.0|88247412.0|vacations|0.034|State Farm Bank
1671477167437|1579117460046|739|304555924800930795|78978562.0|78978562.0|weddings|0.076|Citibank
1671477190435|1631735475621|8796093023166|304555924800931093|81100401.0|81100401.0|renovations|0.061|State Farm Bank
1671484004426|1638421330834|9895604650762|304555924800930846|39113983.0|39113983.0|investing|0.037|LightStream
1671485897424|1624241168512|7696581397535|304555924800933961|72189007.0|72189007.0|renovations|0.026|Discover
1671486191847|1634431340546|8796093025425|304555924800934108|14096921.0|14096921.0|debt consolidation|0.038|LightStream
1671489044403|1638016082838|9895604653650|304555924800934676|15779880.0|15779880.0|debt consolidation|0.093|Rocket Loans
1671495750511|1604435228618|4398046511676|304837399777641212|54905291.0|54905291.0|major purchases|0.068|American Express
1671502713460|1585166922380|1099511628312|304837399777641161|35508077.0|35508077.0|other|0.031|Fundrise
1671527261909|1627251836898|7696581398083|304837399777645314|95630498.0|95630498.0|debt consolidation|0.045|OneMain Financial
1671552973140|1589438400266|1099511627812|304837399777640500|43478197.0|43478197.0|investing|0.003|Funding Circle
1671554904890|1638510700032|9895604650576|304837399777641246|84529042.0|84529042.0|debt consolidation|0.071|OneMain Financial
1671558744782|1615979382434|5497558141795|304837399777644374|93494681.0|93494681.0|weddings|0.084|Prosper
1671567550755|1605059771613|4398046514057|304837399777644410|78301459.0|78301459.0|vacations|0.078|American Express
1671588051211|1597130329571|2199023257253|305118874754353440|86869274.0|86869274.0|renovations|0.087|Rocket Loans
1671597717500|1610962095233|5497558140401|305118874754353206|51174383.0|51174383.0|business ventures|0.058|Marcus by Goldman Sachs
1671656676685|1624071474396|7696581396649|305118874754354135|57647490.0|57647490.0|medical expenses|0.001|Upgrade
1671663784049|1623247529465|6597069770006|305118874754355607|74937674.0|74937674.0|major purchases|0.061|LightStream
1671674674330|1580150788917|2126|305400349731064671|4185149.0|4185149.0|debt consolidation|0.031|SunTrust
1671699325648|1585672592829|1099511629241|305400349731063784|61517588.0|61517588.0|debt consolidation|0.072|Roofstock
1671708341863|1612743994300|5497558142688|305400349731066818|25229214.0|25229214.0|major purchases|0.08|OnDeck
1671711065025|1627217615784|7696581397711|305400349731066166|18976804.0|18976804.0|other|0.06|Citibank
1671715068866|1606033667437|4398046511776|305400349731062656|19606059.0|19606059.0|weddings|0.043|LendingClub
1671733834074|1590953128209|2199023259417|305400349731066902|43713419.0|43713419.0|medical expenses|0.063|Prosper
1671738762845|1628021141039|7696581394434|305400349731061765|10516446.0|10516446.0|business ventures|0.015|State Farm Bank
1671745413956|1585337418794|1099511629146|305400349731063649|77388300.0|77388300.0|major purchases|0.007|TD Bank
1671746264812|1616449229649|5497558142327|305400349731066379|27085180.0|27085180.0|education|0.066|Patch of Land
1671762403181|1631903521062|8796093023898|305681824707774737|86950767.0|86950767.0|investing|0.005|Funding Circle
1671770418876|1579457826627|1469|305681824707774447|65170144.0|65170144.0|medical expenses|0.056|Navy Federal Credit Union
1671778705459|1609127763140|4398046514944|305681824707777516|91069481.0|91069481.0|debt consolidation|0.044|Marcus by Goldman Sachs
1671794813706|1611098466755|5497558142427|305681824707777156|54532330.0|54532330.0|renovations|0.028|State Farm Bank
1671796718212|1608014278226|4398046514438|305681824707776895|46654422.0|46654422.0|renovations|0.018|Upgrade
1671797711754|1610757862356|5497558142806|305681824707777646|53183656.0|53183656.0|debt consolidation|0.02|BlueVine
1671805302688|1624513195374|7696581394934|305681824707773076|34384986.0|34384986.0|other|0.005|OnDeck
1671806251216|1630171637577|8796093025278|305681824707776534|48679872.0|48679872.0|debt consolidation|0.067|LendingPoint
1671829194336|1585341072298|1099511631614|305681824707777515|27043262.0|27043262.0|investing|0.015|LendingPoint
1671834306766|1615178631259|5497558141376|305681824707775802|32420181.0|32420181.0|other|0.038|Upgrade
1671835231428|1630070549785|7696581397327|305681824707776308|2859649.0|2859649.0|renovations|0.098|Avant
1671835921637|1589795153880|1099511629745|305681824707775113|24669677.0|24669677.0|major purchases|0.063|Discover
1671849987340|1613669257329|5497558142657|305963299684488084|82424363.0|82424363.0|debt consolidation|0.073|LightStream
1671852662298|1637344969573|9895604651262|305963299684484825|91328378.0|91328378.0|other|0.035|American Express
1671862661789|1611782858133|5497558142456|305963299684487860|51813413.0|51813413.0|medical expenses|0.033|Navy Federal Credit Union
1671864684642|1625024925901|7696581395684|305963299684484787|22128092.0|22128092.0|major purchases|0.002|Navy Federal Credit Union
1671900740779|1636989312908|9895604651169|305963299684484687|72045361.0|72045361.0|education|0.068|Patch of Land
1671931292433|1627299831757|7696581395330|306244774661194952|2764737.0|2764737.0|education|0.048|TD Bank
1671933000353|1614336883272|5497558139771|306244774661194942|10231153.0|10231153.0|investing|0.034|Roofstock
1671937943956|1616750794153|5497558141835|306244774661197692|73442672.0|73442672.0|education|0.018|OnDeck
1671958408947|1614614533073|5497558139270|306244774661194249|66694986.0|66694986.0|other|0.042|US Bank
1671967517850|1589293864414|1099511628919|306244774661195273|27176952.0|27176952.0|education|0.078|Funding Circle
1671970326498|1620072739816|6597069768598|306244774661196390|67428185.0|67428185.0|other|0.087|Roofstock
1671974572569|1598640162575|3298534886696|306244774661198263|4833992.0|4833992.0|medical expenses|0.082|Fundbox
1671995319309|1629610228877|7696581397013|306244774661197229|95179251.0|95179251.0|funerals|0.035|SoFi
1671999238141|1603157544676|3298534883377|306244774661193798|53508140.0|53508140.0|business ventures|0.002|PNC Bank
1672000667490|1622251500902|6597069766882|306244774661194030|31552539.0|31552539.0|investing|0.019|Fundbox
1672007392533|1626589931469|7696581394799|306244774661194216|37880941.0|37880941.0|major purchases|0.021|American Express
1672010065318|1588766798327|1099511630751|306244774661197722|96014380.0|96014380.0|investing|0.047|Patch of Land
1672018726311|1609536082120|4398046512535|306526249637906371|18089245.0|18089245.0|funerals|0.078|SunTrust
1672026199598|1585565549398|1099511631266|306526249637909043|89493457.0|89493457.0|investing|0.065|Fundbox
1672031786936|1639138325165|9895604651944|306526249637907065|2086553.0|2086553.0|medical expenses|0.062|Earnest
1672059979271|1636479228998|8796093025722|306526249637909084|65695467.0|65695467.0|education|0.081|SunTrust
1672065173560|1600284338057|3298534884906|306526249637906557|97047895.0|97047895.0|major purchases|0.038|Prosper
1672083227351|1640161267179|9895604652859|306526249637908256|4069618.0|4069618.0|vacations|0.071|OneMain Financial
1672097017636|1604698736348|4398046513907|306526249637908162|50399293.0|50399293.0|education|0.063|Rocket Loans
1672098209172|1611356387327|5497558142042|306526249637908636|77605060.0|77605060.0|major purchases|0.1|PNC Bank
1672102102171|1611655489779|5497558139384|306807724614615704|93789513.0|93789513.0|investing|0.023|Avant
1672107044144|1615176657433|5497558141599|306807724614618731|77338135.0|77338135.0|vacations|0.061|Wells Fargo
1672114263006|1633375215252|8796093023006|306807724614616125|93899974.0|93899974.0|renovations|0.073|OneMain Financial
1672120671131|1607377618042|4398046514875|306807724614620045|54117728.0|54117728.0|medical expenses|0.041|Earnest
1672151821193|1608658539444|4398046513419|306807724614618197|2028241.0|2028241.0|other|0.042|LendingPoint
1672163254584|1606477533758|4398046513007|306807724614617656|27183067.0|27183067.0|major purchases|0.053|RealtyMogul
1672187134100|1640219760750|9895604653870|307089199591330879|49938116.0|49938116.0|vacations|0.016|RealtyMogul
1672189943229|1618717843729|6597069767577|307089199591326948|56319326.0|56319326.0|funerals|0.009|OneMain Financial
1672193102992|1622831796747|6597069768041|307089199591327608|25440216.0|25440216.0|renovations|0.0|LightStream
1672233527153|1588210273219|1099511631626|307089199591330813|30815626.0|30815626.0|weddings|0.052|OneMain Financial
1672268015526|1640729488034|9895604653827|307089199591330802|39059557.0|39059557.0|medical expenses|0.043|Fundbox
1672279546581|1596939043233|2199023259264|307370674568041288|98368675.0|98368675.0|business ventures|0.047|Navy Federal Credit Union
1672279957795|1590888890254|1099511630690|307370674568040275|49307821.0|49307821.0|renovations|0.054|American Express
1672294637770|1621861158661|6597069769310|307370674568039940|74348491.0|74348491.0|business ventures|0.083|OneMain Financial
1672302019223|1582096266945|2415|307370674568039644|19638453.0|19638453.0|renovations|0.027|TD Bank
1672305975483|1612301531305|5497558141559|307370674568039986|43820219.0|43820219.0|debt consolidation|0.091|Wells Fargo
1672345568685|1628079572739|7696581397282|307370674568040189|68580906.0|68580906.0|other|0.05|SunTrust
1672373008556|1635379304024|8796093024539|307652149544750183|25134551.0|25134551.0|funerals|0.014|Chase Bank
1672381001675|1602775455703|3298534887209|307652149544752182|99108309.0|99108309.0|vacations|0.033|Rocket Loans
1672385292871|1588776841549|1099511630086|307652149544750160|36259908.0|36259908.0|debt consolidation|0.096|Rocket Loans
1672395056229|1629684674018|7696581397625|307652149544751293|10440018.0|10440018.0|weddings|0.083|SoFi
1672400801879|1589266667136|1099511629910|307652149544749932|68739825.0|68739825.0|vacations|0.013|LightStream
1672403731875|1593753297454|2199023257674|307652149544749913|37389897.0|37389897.0|debt consolidation|0.077|Fundbox
1672413625477|1628554778855|7696581396032|307652149544749223|36663141.0|36663141.0|debt consolidation|0.031|OnDeck
1672419873371|1631377524791|8796093022574|307652149544747493|58580131.0|58580131.0|vacations|0.056|Avant
