createTime|dependencyTime|account|loanId|amount
1669744208496|1641602374412|4654751689864132780|4819133076263150285|71164280.63
1669744794340|1654900030429|4757771531340228144|4862480222676588322|132792.33
1669745615624|1638419553911|197032483697467550|181551359978378162|464411.37
1669745622250|1669202404713|204069358115233383|297237575406457463|4915429.2
1669745631348|1666905037630|4737223858040347054|4901323769462656960|6485532.15
1669745694197|1665919756185|204632308068650187|286541526291449887|7116835.97
1669745777590|1668923116760|132856189007436350|296393150476324861|7594346.23
1669745899320|1654191085404|4808437027148136731|4859946947886186706|196771.41
1669745931189|1662316955190|125256364636245815|274719577269602698|55760429.41
1669746137109|1665174511696|4777756254686681237|4895694269928443674|6193490.88
1669747152498|1645031527376|4792674428452344612|4830392075331570570|19527390.74
1669748726909|1664571412640|4790985578592090692|4893723945091474384|14587487.63
1669749154887|1638989060992|199002808534438156|188306759419431573|34869387.97
1669749998800|1654747666752|4732157308459564896|4861917272723171046|28511038.95
1669750435023|1641152154460|4785637554034573474|4817725701379588226|11256693.73
1669750605626|1653535046000|4794926228266041680|4857976623049222196|22511186.83
1669750762424|1642078263284|177892185281137457|208854432719308580|8814632.82
1669750912665|1667100850762|4705417185672040299|4902168194392787313|7078455.93
1669751247954|1656249766174|4753830881666277592|4866702347327247386|3533422.66
1669751519941|1668027927971|4790141153661946565|4904982944159893136|4347703.19
1669751710243|1663489367377|4816881276449472905|4890346245370947672|198886.91
1669751752023|1667627433969|4750453181945757666|4903857044253058855|13867835.32
1669751821956|1635983007012|189151184349566206|156781562027838707|38267580.18
1669752001980|1662988068948|4795207703242742563|4888657395510677660|2663660.86
1669752301658|1667837240995|184929059698901152|292733975779082334|10652475.03
1669753301493|1665391697739|4815755376542621535|4896538694858576659|220499.67
1669753363019|1668043949317|4760023331153907459|4905264419136604473|823759.23
1669753741121|1666525498727|4799992777846831698|4900197869555819481|2609887.4
1669754642987|1667352114373|181832834955084954|291326600895529684|4181889.53
1669755442954|1661467402004|4759741856177207000|4883872320906600872|345583.08
1669755888926|1641218030779|4814348001659072476|4817725701379595592|94479.4
1669755896429|1639441054367|4812096201845379310|4792674428452342357|20365418.44
1669756826015|1659000607856|151996487423756059|264023528154596489|3569478.19
1669757378160|1658395069078|4812377676822087621|4873739221745009851|43017744.5
1669757443208|1668923116760|95982967058340415|296393150476324861|3292617.28
1669757467124|1669012690508|4806466702311167884|4908360643880423043|9220587.38
1669757925668|1647755899288|4812377676822091695|4839117799609601701|57500.25
1669758178980|1667154304024|184929059698903684|290482175965398694|11396943.3
1669758359436|1639817141546|4759460381200498865|4813222101752227787|57755433.2
1669758698062|1613925606733|4729061083715747459|4657003489677813351|2667039.45
1669758700100|1661519554162|4813785051705650115|4883872320906599099|7411805.7
1669759310950|1636473634533|4741164507714303488|4802526052637221175|9661947.49
1669759723775|1667739888211|4785637554034576909|4904138519229761697|10476471.81
1669759856546|1665851181600|162129586585344172|286260051314741017|1237731.41
1669760212656|1668020794276|4815755376542618014|4904982944159894200|21683352.7
1669760311907|1658249011617|4746794007248507669|4873176271791590271|10029709.71
1669760402619|1667224590091|4752704981759435715|4902449669369501139|6498281.26
1669760612428|1669707525454|204069358115233383|298926425266721398|1390001.63
1669760993193|1644056257266|4787889353848265389|4827014375611043932|5286694.94
1669761028860|1669683170505|4786763453941423513|4910612443694109178|55149740.75
1669761137492|1662973078723|176484810397582340|276971377083286124|1689649.22
1669761214633|1668769787483|4756645631433382225|4907516218950291335|21429057.76
1669761225815|1630467981812|171136785840083550|117938015241767795|8303387.19
1669762237566|1663849943191|4743416307527981055|4891472145277783767|621914.23
1669762576820|1634265461378|4655314639817544612|4795207703242738660|11140554.8
1669762598365|1661895905720|4808155552171438427|4885279695790153286|10723286.28
1669762665436|1664180737925|129759964263618429|280912026757238392|55270715.14
1669763226979|1664133399401|4792111478498929689|4892316570207918832|254993.72
1669763515058|1667613585736|4806466702311172561|4903857044253055355|5406963.89
1669764200676|1667970477627|4790704103615369870|4904982944159894329|1023207.91
1669764455847|1643067361202|4810407351985117112|4823918150867226279|11117556.1
1669764516803|1668573086429|4799711302870120600|4906953268996874942|1730131.23
1669765100651|1663000107933|4799429827893409828|4888657395510682252|21749209.77
1669765221008|1669153460083|4798303927986558281|4908642118857133301|440801.67
1669765413430|1669281362728|99360666778868945|297519050383167897|14922109.94
1669765546067|1668579551904|4809281452078269713|4906953268996866859|19701803.47
1669766143465|1657592565174|203787883138521280|259519928527228705|2802290.81
1669766791040|1630815805985|4783948704174316889|4774378554966151647|17398042.37
1669766849805|1652109556222|4777193304733256829|4853191548445132729|1583299.9
1669767474528|1627749446916|4774097079989444901|4694721136557036614|558441.91
1669767860610|1649925826822|4805340802404323743|4846154674027367097|17111871.17
1669768120148|1666148554658|188869709372850431|287385951221579917|8957939.79
1669768157270|1669382280312|4807592602218011163|4909486543787266051|16421768.12
1669768188022|1668941225877|4795489178219447669|4908079168903709530|8428660.69
1669768346246|1669581303045|142707813192310959|298363475313300415|32229626.9
1669768873167|1664770351227|4801400152730374495|4894568370021599896|7520557.48
1669769106440|1665129730332|202380508254961966|284008251501052083|468746.91
1669769469185|1621127259816|4741164507714300462|4752423506782722502|23440830.67
1669769689158|1667654930099|4733846158319829587|4903857044253059308|33422615.55
1669769725922|1667906851621|195906583790623092|293015450755796866|16368812.74
1669770061641|1660520931257|4805622277381036549|4880776096162779132|5950520.19
1669770096913|1635297690877|4798585402963280672|4709076360369285458|12519903.71
1669770372957|1666071257710|4719772409484287435|4898790494672261660|994046.39
1669770397860|1652145262906|119063915148609428|241787004994454736|25611050.72
1669771848282|1623629511982|4760586281107326899|4716394709763753131|38001987.67
1669771924335|1650864728058|4802526052637215222|4849250898771183142|8491295.38
1669772757110|1652185972093|4791548528545500989|4853473023421843800|35271649.41
1669772794477|1668414034536|4719209459530871585|4906390319043452769|38549394.91
1669773230148|1667010679920|175921860444163857|290200700988688756|22456263.28
1669773336638|1660128884071|4800837202776959295|4879368721279228192|44051643.34
1669773812694|1665088034231|182958734861927164|283726776524341722|17830556.27
1669773905325|1656025247797|4716676184740471143|4866139397373826154|12557410.21
1669773948452|1639297637277|182958734861930730|199847233464568452|587073.61
1669774111882|1668278684612|4816036851519328134|4905827369090025854|74475127.49
1669774803152|1649129487943|4750734656922454076|4843621399236969728|3435521.26
1669775446141|1669459564519|4801681627707093357|4909768018763980368|89792.58
1669775600952|1652438725533|4751860556829311421|4854317448351983761|280272.77
1669776441294|1655734733185|190558559233120637|253327479039594380|7876189.8
1669778199905|1659480998670|4773815605012731288|4877398396442250543|1355450.32
1669778538012|1658614679442|199847233464567386|262897628247753742|29038959.69
1669779332694|1659433281687|4759460381200488366|4877116921465540257|4560243.72
1669779567501|1657186157026|4716394709763769124|4869798572071070039|2858785.02
1669779973289|1663671524162|4794363278312607563|4890909195324361058|25622191.15
1669780470678|1656901341894|4770156430315499608|4868954147140935069|27374713.67
1669780632355|1641929645223|4816881276449459137|4820258976169985867|25432480.94
1669783041692|1669692124752|4796052128172867759|4910612443694104719|148889.78
1669783687695|1650795986842|4816036851519336408|4848969423794478402|2465234.78
1669783970541|1633163230399|179862510118116349|147774362773098778|19009218.86
1669784649573|1665471401432|195906583790617387|285134151407895037|37552149.7
1669784650110|1641005794823|139048638495069425|205476732998782188|5594546.26
1669784683256|1666616091154|4684588037395465272|4900479344532531711|3522031.47
1669784721500|1667029612836|4804214902497480521|4901886719416076640|2083202.79
1669785488257|1658340122113|183521684815353310|261771728340913520|13487342.25
1669785839052|1667584584655|4804496377474196393|4903575569276343745|10312629.95
1669786059409|1668561137895|4794363278312619555|4906953268996875803|35068861.96
1669786574869|1668941225877|4816318326496036210|4908079168903709530|482711.37
1669786993155|1668651887337|4795207703242744917|4907234743973582349|388044.49
1669787993252|1669531564174|146929937842965151|298363475313297080|45716589.13
1669788620126|1658493976850|4809844402031705706|4874020696721729105|4801675.85
1669788945621|1662520307792|186899384535880069|275564002199735017|3346152.96
1669790297723|1647519991888|4626885667169772798|4838273374679471735|6746083.99
1669790525342|1664914908833|4807311127241298559|4894849844998310699|493052.21
1669791150207|1667025795145|4805622277381034166|4901886719416076854|4023341.32
1669793891303|1656991686863|4803651952544064653|4869235622117643833|541682.18
1669794156679|1635530956152|4799429827893409748|4780852479430500952|3674129.0
1669794246839|1648161679265|4814910951612497131|4840525174493160773|973231.25
1669795032560|1669580787144|4816881276449472256|4910049493740693164|570179.38
1669795262076|1665124127977|4785919029011284478|4895694269928440157|13112029.49
1669795327620|1668519533433|4790422628638662433|4906671794020160235|19619835.77
1669795544274|1650038057050|4808155552171434499|4846436149004080360|9119160.75
1669795687023|1667663020852|194780683883773988|292171025825660948|521295.21
1669796013243|1660032553351|4782822804267472833|4879087246302514856|53951743.42
1669796274583|1666040529630|4791548528545499310|4898509019695547717|109433.99
1669796390100|1663926729657|4791548528545513610|4891753620254500783|17872590.54
1669797856773|1663492470292|4808999977101560825|4890346245370939239|125483.4
1669797860726|1631247281260|4726246333948641065|4785356079057872577|9591451.77
1669798031392|1665365133887|4777756254686689064|4896538694858580449|9267492.1
1669798572596|1642085847171|4769030530408661841|4820540451146705277|4236306.56
1669798957224|1638688897300|4687121312185861203|4809562927054989841|48355462.93
1669799684712|1659087611480|198721333557727234|264305003131308563|329022.51
1669800083389|1664481558234|4814348001659060499|4893442470114754765|15390880.3
1669801077795|1622934738970|4758334481293652390|4725964858971922035|4798496.67
1669801554154|1654120824883|4648840715353199399|4859946947886189454|17015297.52
1669802170820|1668937778632|4816036851519330467|4908079168903712545|12322992.95
1669802331738|1592105471672|46161896180552505|38280596832652272|702091.88
1669803487371|1664745526505|182958734861933811|282600876617503153|16455235.53
1669803572328|1635428808712|4788452303801693983|4798866877939982813|1872824.12
1669804381757|1669582287338|4733001733389687141|4910049493740687257|20163273.54
1669804883947|1668211146563|203787883138515612|294141350662635935|1047705.08
1669805307701|1667144409529|4788452303801692301|4902168194392792513|5024051.69
1669805607691|1642897012602|4785356079057876280|4823355200913809571|7340152.76
1669805693031|1636801593411|4803370477567346852|4765652830688118082|121374.0
1669806144552|1669727453708|179581035141399621|298926425266717331|63838.06
1669806801390|1660788994366|197032483697467704|269934502665524248|4826959.04
1669807442472|1661025867500|155374187144284817|270497452618942124|19801217.97
1669807847217|1657998905835|135670938774537458|260645828434068250|1141810.05
1669808064615|1667948196008|4719209459530862419|4904982944159893864|19734951.47
1669808169747|1668922873325|4814066526682359220|4908079168903714520|29491028.45
1669808447025|1644674479878|4807874077194717855|4828984700448015999|28692206.05
1669809683263|1653948169989|185210534675616182|247697979505380109|1662712.46
1669810346614|1665471401432|169166461003105068|285134151407895037|32048701.97
1669810355568|1665297131240|114560315521237456|284571201454473510|42810678.11
1669810633755|1626956093845|159596311794944711|143833713099146966|40257071.66
1669810652413|1668688806893|4640959416005299944|4907234743973579046|5653290.77
1669811082115|1668777834838|4806466702311174617|4907516218950295194|9507088.06
1669811615523|1631384141504|4785919029011298914|4689091637022827490|83994698.96
1669812197536|1669303514118|189714134302988963|297519050383167558|318179.84
1669812215421|1664858930479|195906583790616969|283163826570920188|20696.37
1669812281154|1657310680435|127508164449930904|258394028620384561|69403.65
1669813295346|1636804433368|161285161655211975|191684459139960466|3619063.77
1669813446016|1669771441177|4764245455804568954|4910893918670818583|2558337.58
1669813987479|1664784775400|4731031408552712626|4894568370021601222|8200390.63
1669814641323|1669558720932|4795489178219458609|4910049493740690812|3807822.83
1669814758390|1646180523721|4801118677753669660|4834051250028812419|10274333.0
1669815191163|1661458543711|84723967989911354|271904827502496146|23800086.26
1669815403176|1662387734048|81064793292669689|275001052246311380|27487354.36
1669815672155|1665113340947|204913783045366343|284008251501057211|74946806.89
1669816409368|1668373533260|4815473901565908465|4906108844066737527|5735724.41
1669816829130|1640452954015|203787883138516049|188025284442718875|6170480.12
1669817205205|1649504872115|165225811329155446|233061280716423396|3965602.06
1669817213195|1649342242253|4814629476635774550|4844184349190392020|1554112.5
1669817471849|1658636458382|164381386399023792|262897628247753132|1078351.58
1669818540075|1663210942812|104427216359661369|277815802013422317|18716.34
1669818555457|1663323364966|4741727457667712909|4889783295417517204|1046452.23
1669819093996|1669789561889|109775240917158165|299207900243428793|3930916.14
1669819238477|1652589308826|4750171706969040526|4854880398305400675|44442232.89
1669819281190|1669390292883|4768749055431943956|4909486543787268023|29087334.12
1669819416156|1663274842469|4796052128172875424|4889501820440810151|13875278.8
1669820621829|1657793851858|205476732998781819|260082878480648019|2736089.95
1669820959175|1634366268749|4720053884460992375|4795489178219447428|407439.92
1669821190384|1638064966085|4799429827893395787|4807592602218004724|20106624.97
1669821280855|1664763423439|4806185227334460758|4894568370021602973|43146446.88
1669821337555|1650822026016|4810970301938543162|4848969423794477520|20883444.72
1669821350173|1661126101624|200410183417989534|271060402572363261|3229965.09
1669821693594|1640201224134|202943458208391640|85286917943334013|7303231.21
1669821812790|1666822400538|4807311127241302645|4901042294485947690|14.18
1669822081845|1664481062294|4796896553103005555|4893442470114758252|26069616.7
1669822091739|1667614817949|4753830881666279385|4903857044253055065|17765779.05
1669822340049|1669423099061|188869709372850856|298082000336585124|4623097.69
1669822645722|1667802227883|4775504454873000586|4904419994206476811|15162494.16
1669822749093|1663593290987|200410183417994372|278941701920264552|223348.21
1669822945963|1644584329334|203787883138515612|217017207043916190|2179122.74
1669822967999|1647639560729|4815755376542618330|4838836324632890213|14790174.87
1669823022373|1649223307661|12384898975270049|232216855786291933|7800504.64
1669823134107|1668027927971|4790141153661946565|4904982944159893136|4589578.05
1669823851225|1667906851621|195906583790623092|293015450755796866|2805669.35
1669824173149|1660661916793|195062158860492882|269371552712102787|15765883.6
1669824449554|1666056381750|203506408161812839|287104476244874302|13183002.4
1669824713662|1634082734295|4794644753289323965|4787889353848264412|32855676.71
1669824849088|1645291230875|4806466702311174617|4831236500261707416|382839.26
1669824993988|1651562164864|4814066526682362831|4851502698584874957|3663631.67
1669825215598|1667993328765|189151184349562338|293296925732504502|5122878.37
1669825498872|1667317012502|172262685746929982|291045125918823452|167307.77
1669825636877|1632149224261|110056715893867999|176766285374292911|3152801.42
1669826195884|1638157249560|4807874077194716377|4729342558692442882|10154817.11
1669826374363|1659959267436|4790985578592078062|4878805771325801845|21328837.72
1669827432359|1657382781547|168603511049689370|258675503597096792|8843680.85
1669827826400|1668435012545|4707106035532316767|4906390319043454859|2091743.61
1669828530108|1649083851520|4804777852450905852|4843339924260262623|27817088.47
1669829916539|1661195670284|4812096201845386577|4882746420999756723|2349921.69
1669830237396|1640678789562|4759178906223784337|4816036851519331940|22586410.32
1669830449568|1668435012545|4707106035532316767|4906390319043454859|85549.82
1669830478311|1641497237287|169166461003105055|207165582859043316|40741412.73
1669831328031|1658446197374|4798585402963274475|4874020696721726008|3452934.95
1669831534013|1652265751548|170573835886663216|242068479971167655|2406742.6
1669831792772|1665859109070|179862510118115009|286260051314740729|15217223.57
1669831861438|1634365136991|4776348879803128422|4795489178219450412|49278216.11
1669831884911|1666558955306|4789859678685243414|4900197869555816577|369306.9
1669832381262|1666514151782|4805059327427609119|4900197869555810674|26369970.86
1669832597432|1658176590177|4806185227334453507|4873176271791588737|77915.51
1669833176413|1666642787873|4816881276449472256|4900479344532530861|270882.17
1669833587124|1656320211108|4816881276449463803|4866983822303957557|1888118.83
1669833729229|1630011867901|169729410956528768|107804916080183289|9937987.28
1669835491503|1666747728314|171136785840084320|289356276058557742|2076796.32
1669835812595|1634290202671|4779726579523653332|4795207703242737946|7788570.3
1669835894618|1640181063868|4709357835345990032|4814348001659062952|12158377.92
1669835921501|1625504798363|4766778730594969203|4675580838140712771|4691460.74
1669835994285|1667471454829|4778037729663397110|4903294094299634560|35114098.46
1669836310614|1660419293105|4754393831619692996|4880213146209355257|2182448.98
1669836407044|1665943993441|4782822804267471750|4898227544718838738|1330.75
1669836994118|1661085183786|4807874077194724876|4882464946023044877|21853.35
1669837101778|1667873435060|167759086119556213|293015450755796135|10635928.65
1669837709567|1667077308410|177329235327718831|290200700988689757|28739790.35
1669838387881|1654656702364|4739757132830746297|4861635797746456437|17858.13
1669838398123|1644834141689|4762556605944300630|4829547650401436331|2069484.24
1669838677730|1636784145639|117938015241767882|191684459139958668|23228348.73
1669838981604|1631384739482|124411939706113340|174233010583898215|31016324.56
1669839358077|1669330247342|109493765940448218|297519050383165338|19028136.94
1669840191379|1668415313848|147774362773097071|294704300616058519|16261319.2
1669840848447|1665040392929|203506408161810116|283726776524344829|821488.8
1669841001849|1652196358630|4810970301938546583|4853473023421850157|10751.23
1669841118079|1667350952298|144396663052570716|291326600895531574|6330946.22
1669841245430|1663376317296|152277962400468483|278378751966841055|9192049.66
1669841901205|1644014618189|87820192733727638|215328357183653728|17379802.59
1669842067743|1662926481969|4766215780641546502|4888375920533967927|4326822.25
1669842315913|1658379194856|197876908627593594|262053203317622252|448492.49
1669842636042|1662852797792|190840034209830238|276689902106578221|5521297.37
1669843064796|1653119524107|200128708441276855|244883229738271001|2077880.71
1669843288100|1639628141018|197313958674174121|200973133371411045|13874.13
1669843608416|1658953022717|82753643152935466|263742053177886318|36998522.18
1669844346496|1660208087874|4776348879803134101|4879650196255940040|9938376.94
1669845389177|1669523551664|185210534675613683|298363475313296649|9788294.0
1669845465567|1660692350406|4798585402963271761|4881339046116201386|4608183.63
1669846357617|1661932456481|4771563805199042200|4885279695790146562|11981329.19
1669846516848|1663686432718|4816881276449470235|4890909195324367322|4085626.55
1669847891489|1627695545558|4759460381200484109|4773815605012726861|22945971.5
1669848232156|1646924450411|193654783976934196|224617031415105318|34133208.88
1669848722099|1660786666375|4793237378405778538|4881620521092917793|3001586.47
1669849131758|1639833559327|201536083324833645|200410183417989544|6492302.65
1669849140106|1659714659510|4798866877939986757|4877961346395676215|38266109.87
1669849291287|1650266129617|201536083324837656|235594555506823905|120231.43
1669849419268|1650964725157|4802526052637228357|4849532373747901839|4848456.51
1669849736733|1653429876166|4807029652264586610|4857695148072503355|5394839.84
1669849786364|1665203599482|199565758487855156|284289726477762589|47219.02
1669849886310|1643433782522|4803370477567352477|4825044050774069923|255223.46
1669850143294|1640136293808|53198770598316643|202661983231674001|66446205.86
1669850287298|1626882911690|4749608757015625340|4771282330222339674|69001718.58
1669850349539|1667111974267|4739475657854039240|4902168194392793193|10833936.64
1669850716882|1654762750912|4778882154593519955|4861917272723162549|45008344.46
1669850925516|1655581439174|189714134302988283|253046004062883504|809174.17
1669851001239|1653449024493|4789296728731812327|4857695148072501573|22290343.3
1669851408107|1626321586240|4769312005385366828|4618159942891740062|119917.85
1669852237289|1626956093845|159596311794944711|140737488355329751|1753963.09
1669852277868|1655809294108|4807311127241299421|4865294972443692394|8664.14
1669852789996|1632324521548|4766778730594970469|4789015253755107963|5840951.93
1669852890704|1657533483147|4774097079989438546|4870924471977903371|23606418.19
1669853336264|1627696258602|140174538401912325|162129586585341322|6044630.45
1669853368546|1640426273484|4728216658785609898|4815192426589198551|187618.84
1669854242320|1653745409227|4698943261207695196|4858539573002635630|4556672.63
1669855101629|1668824960530|4803370477567361419|4907797693927008347|2063144.36
1669855102573|1668158911542|148055837749806312|293859875685925649|36112132.4
1669855385846|1666130321002|4785074604081156368|4898790494672259695|9464492.88
1669855547327|1659343995320|4726527808925346981|4876835446488832824|4017448.11
1669855766809|1669461122111|4770719380268926084|4909768018763983407|45616628.77
1669855800185|1668662965575|157063037004550557|295548725546191613|104494.5
