createTime|dependencyTime|mediumId|accountId|location
1669741997143|1646666035522|43980465114482|4809844402031690403|Canada -> Saskatoon
1669742208100|1653434350165|48378511624766|4809281452078270539|Philippines -> Cabuyao
1669742350151|1633958355085|4398046518169|4794081803335907098|Japan -> Chikusa-ku
1669742407144|1637253605515|13194139533642|4805059327427614550|Nepal -> Kirtipur
1669743169361|1582649305255|7822|15481123719090114|Russia -> Irkutsk
1669744172197|1668704583215|57174604645671|4692750811720063433|Cuba -> Ciego_de_Ávila
1669744499090|1607148620056|4398046511620|4706824560555599104|Tanzania -> Dar_es_Salaam
1669745163184|1659684644423|52776558133836|4693595236650197999|Cambodia -> Ta_Khmau
1669745360605|1665923491592|57174604646790|4809844402031697857|Peru -> Callao
1669745962675|1645287007850|43980465120031|4807311127241309431|India -> Ahmedabad
1669745963946|1663725708869|57174604653581|4676706738047550970|Liberia -> Monrovia
1669746221504|1639803583683|13194139539721|4813222101752223994|China -> Gaizhou
1669746470282|1654712764828|48378511624451|51791395714768468|India -> Bhagalpur
1669747180828|1635160692506|35184372088836|4798022453009853653|Ukraine -> Kharkiv
1669747410060|1667204289369|57174604653724|4814066526682353102|China -> Tianjin
1669747573722|1668697196867|57174604652088|4777474779709971900|China -> Gaoping
1669750416462|1668414872410|57174604647331|4765652830688133023|Canada -> Ottawa
1669750546156|1624304640095|17592186045461|4762838080921014553|China -> Chibi
1669750812944|1641013395401|39582418603666|4689936061952959425|Indonesia -> Mataram
1669750998653|1640296223455|13194139542501|4814910951612488293|Brazil -> Santos
1669751496454|1634772073901|633|4796896553103010903|China -> Danyang
1669751810951|1669667360794|61572651156018|4803370477567355157|China -> Shanxi
1669752397908|1647484679691|43980465116623|4815755376542626276|China -> Quanzhou
1669752532826|1626446739719|26388279075050|4769874955338785816|South_Africa -> Pretoria
1669752972727|1633017150532|8796093022918|4791267053568791350|India -> Amritsar
1669753219190|1667949276217|57174604652422|4788733778778400335|South_Africa -> Pretoria
1669753254738|1623221012670|26388279068707|4755238256549826717|Kazakhstan -> Semey
1669753357571|1659832392880|52776558138192|133137663984144940|Colombia -> Cartagena
1669753947790|1667506113571|57174604647451|4720053884460991001|Brazil -> Goiânia
1669754143863|1652839954630|48378511630602|4679521487814661073|Nicaragua -> Managua
1669754763501|1662947064015|57174604644832|4812096201845390821|Indonesia -> South_Tangerang
1669755124914|1668529427033|57174604648236|204350833091944967|Spain -> Valladolid
1669756035368|1602993841143|8796093031610|4693313761673494739|Yemen -> Al_Mukalla
1669756685073|1654765436902|48378511626266|4722587159251391771|Ethiopia -> Nekemte
1669757103315|1640725778090|17592186050489|4816318326496039242|Poland -> Lublin
1669757657944|1668059883952|57174604646494|4662351514235322596|India -> Vellore
1669758387370|1640678655891|26388279072897|4816036851519332824|China -> Anguo
1669758392036|1665949478541|57174604652577|4790422628638670660|Taiwan -> Tainan
1669758698959|1649077204976|43980465113734|202380508254967409|Brazil -> Porto_Alegre
1669758921515|1638400852839|17592186052382|4808718502124863761|Russia -> Belgorod
1669759135186|1662224522588|52776558133954|4788733778778392677|Niger -> Agadez
1669761121573|1664266485353|57174604653883|4809844402031707229|Burma -> Taungoo_Township
1669761361518|1611211148171|8796093030740|4720053884461007612|Pakistan -> Dera_Ismail_Khan
1669761690626|1640081288562|35184372091830|4814066526682352006|China -> Baotou
1669761709529|1640201483383|8796093028549|4814629476635786803|India -> Delhi
1669762045700|1636409448148|26388279076055|4802244577660507244|United_States -> Columbus
1669762055557|1665968594094|57174604647178|4680928862698219564|Cameroon -> Kumba
1669762994071|1630174623507|26388279069092|4781978379337351375|Pakistan -> Abbottabad
1669764182664|1636747651036|17592186048692|4803370477567358378|India -> Kasaragod
1669764944028|1668529427033|57174604648236|4693876711626906287|Vietnam -> Gia_lam
1669765116499|1625891499470|17592186049428|4767904630501807994|Brazil -> Belo_Horizonte
1669765417829|1641871144185|39582418602409|4812940626775513374|England -> Southampton
1669765896830|1631465149617|30786325586647|4786200503987995384|India -> Anand
1669767368259|1667591228966|57174604652379|4711609635159674692|Sri_Lanka -> Colombo
1669767919758|1639610998179|35184372090878|200973133371412067|China -> Dangyang
1669768196978|1669651039809|61572651164882|4759741856177200830|India -> Kochi
1669769059406|1631823311828|21990232560240|4787326403894845782|Tanzania -> Morogoro
1669769742256|1668644670789|57174604647175|4811533251891956151|India -> English_Bazar
1669770112372|1653799524457|48378511630191|189151184349567988|Venezuela -> Maracaibo
1669770212081|1639452677845|30786325587108|4812096201845385941|Spain -> Santander
1669770774272|1663829757787|57174604653426|4755801206503259234|China -> Fenghua
1669771789419|1637971022890|26388279073506|4807311127241309431|Burma -> Mayangone
1669771893314|1615759123063|6250|123286039799273239|Moldova -> Tiraspol
1669772020154|1668059883952|57174604646494|4662351514235322596|India -> Warangal
1669772826956|1661580671803|52776558135765|4675580838140708781|India -> Ahmedabad
1669773404593|1638726825696|39582418609543|4784793129104451653|United_States -> Lubbock
1669773581849|1664641277110|57174604653662|4708513410415870549|India -> Kurukshetra
1669773820900|1640062649813|6510|4814066526682362044|China -> Chongqing
1669774522527|1640636058367|17592186048427|4816036851519327720|Cambodia -> Kampong_Cham
1669775224635|1627557878394|30786325587033|4712454060089806648|United_States -> Washington
1669776114443|1630371983008|26388279069372|4782541329290756920|Belarus -> Baranovichi
1669777640036|1661226543356|52776558141616|4809844402031690961|Germany -> Ilmenau
1669777922026|1667140565732|57174604647530|4731594358506131500|Indonesia -> Banjarmasin
1669778538448|1635879059842|26388279070876|4800555727800253678|Dominican_Republic -> Santo_Domingo
1669778708043|1660928135950|52776558139829|4680928862698211824|Morocco -> Tangier-Tetouan
1669778813238|1639857002718|39582418602661|4794081803335896622|Philippines -> Tagbilaran
1669778941406|1632077988708|35184372090216|4776911829756547973|Iran -> Isfahan
1669779537398|1667980266872|57174604651558|4755801206503249180|Senegal -> Saint-Louis
1669779685897|1660525782194|52776558142966|142707813192302778|United_Kingdom -> North_Wales
1669779833377|1659686179691|52776558138493|4782822804267483399|Republic_of_Ireland -> Dublin
1669780464913|1640801874456|35184372095025|204913783045361649|China -> Botou
1669780593255|1632645055193|7074|4789859678685243414|Brazil -> Rio_de_Janeiro
1669781343172|1666013278315|57174604653974|180706935048247450|India -> Asansol
1669782072269|1640508140569|13194139541588|4815473901565909885|India -> Tiruvallur
1669784168549|1652422896495|48378511631522|128352589380063501|Vietnam -> Tuy_Hòa
1669784193004|1666708462415|57174604645700|4746512532271801356|Thailand -> Bangkok
1669786147513|1668317983392|57174604650558|4808437027148151210|Russia -> Krasnodar
1669786737363|1668644670789|57174604647175|186336434582457866|Democratic_Republic_of_the_Congo -> Boma
1669787029052|1668741854688|57174604647036|4786481978964705433|India -> Visakhapatnam
1669788981409|1617234539157|8796093030959|4739757132830736947|Russia -> Kemerovo_Oblast
1669789114515|1648775611833|43980465112981|4728216658785603686|China -> Jinan
1669789194326|1663725708869|57174604653581|4675580838140722171|Indonesia -> Samarinda
1669789388108|1645587588759|43980465114290|4808999977101565024|Senegal -> Louga
1669789465877|1651176749164|48378511628166|159596311794949518|Tunisia -> Gabes
1669789862796|1639644199479|4398046512124|4812659151798803968|Greece -> Kalamata
1669790092667|1620886869714|26388279073031|4729061083715743119|Russia -> Biysk
1669791143001|1658806769741|52776558140919|4796615078126303480|Algeria -> Annaba
1669791438625|1668522304683|57174604647230|4749327282038899964|Brazil -> Brasília
1669791862222|1638293754387|39582418605922|4744260732458121503|United_States -> Washington
1669791964620|1623641245788|9765|4760586281107326580|Yemen -> Al_Mukalla
1669792687634|1643507418781|43980465116869|4768467580455240227|Pakistan -> Sialkot
1669793400462|1668818911773|57174604650426|4814348001659062375|Malaysia -> Terengganu
1669793918473|1669689515844|61572651158714|4742290407621146708|South_Korea -> Andong
1669794527243|1652970299940|48378511631489|4801400152730380368|Mexico -> Ixtlán_de_Juárez
1669795073281|1633777560786|13194139538508|4793518853382486156|France -> Nantes
1669795319457|1640977656607|4398046517514|205476732998779385|China -> Gaizhou
1669796166945|1629829470272|13194139542363|4780852479430497327|Burma -> Meiktila
1669796342992|1628378611504|30786325579099|164381386399028900|India -> Fatehgarh_Sahib
1669796791826|1644756415711|43980465120576|4744260732458115307|Russia -> Perm
1669797025327|1662855029716|57174604644906|186054959605744089|Japan -> Kagoshima
1669797423903|1658806769741|52776558140919|75998243711879693|England -> Birmingham
1669797759536|1643004401408|39582418607443|4816599801472755477|Zambia -> Kabwe
1669798479173|1640299963492|35184372096357|203224933185095334|Russia -> Omsk
1669799457783|1628944021382|13194139537311|166070236259295164|Sweden -> Malmö
1669799872690|1667506113571|57174604647451|4720053884460991001|Yemen -> Ibb
1669801869154|1638414333715|39582418600122|4748201382132072821|Philippines -> Iligan
1669802582044|1613882591464|17592186049960|4728779608739021459|Indonesia -> Bandung
1669802804212|1640068075192|26388279069480|202380508254968705|England -> Newcastle_upon_Tyne
1669803315016|1667526031241|57174604644627|197595433650886068|Japan -> Toyota
1669803339153|1625682408789|21990232563640|155655662120997635|Pakistan -> Multan
1669803384443|1651763577067|48378511631665|101893941569258796|Ukraine -> Dnipropetrovsk
1669803602501|1627357677865|26388279074001|161003686678503975|India -> Belgaum
1669804096860|1666778405516|57174604648856|200973133371412774|Hungary -> Esztergom
1669804110264|1618341775387|21990232557164|131730289100594561|Belgium -> Brussels
1669804672574|1666637082348|57174604652632|159033361841525296|China -> Bole
1669805800694|1669646441378|61572651163646|4800274252823537863|Chad -> ChadCity
1669807841437|1668367548633|57174604653010|158470411888104189|Turkey -> Istanbul
1669808846870|1669765706733|61572651158572|4712172585113102671|India -> Aizawl
1669809148050|1658604200822|52776558135082|4811533251891970101|Taiwan -> Taipei
1669809170554|1640216051226|17592186051285|202943458208385680|China -> Dashiqiao
1669809410938|1640447239662|13194139538643|203506408161806031|India -> Karaikudi
1669809470682|1668644670789|57174604647175|186336434582457866|South_Africa -> Mthatha
1669809851973|1669011764334|57174604649404|4809562927054980561|Cameroon -> Buea
1669810267956|1663469043641|57174604650178|171699735793508707|Pakistan -> Jhang
1669810951372|1636362850588|35184372089753|4801963102683806320|India -> Bhubaneswar
1669811536411|1633260252072|30786325587479|180143985094825403|Vietnam -> Sơn_La
1669811853060|1637280999805|8796093024928|4805059327427625622|Philippines -> Biñan
1669812837523|1629655933962|4398046514133|168603511049687365|Germany -> Mannheim
1669813655816|1641973718938|39582418608330|4808999977101571440|China -> Putian
1669814141939|1652508143395|48378511623257|4806748177287880029|Indonesia -> Jambi_City
1669814809975|1664974825426|57174604644772|85005442966621198|Colombia -> Cartagena
1669815447680|1640685088422|21990232558555|4816036851519334998|India -> Erode
1669815683256|1640821125234|17592186051212|4816599801472750306|Czech_Republic -> Moravia
1669816999657|1663772906818|57174604653799|157344511981260581|India -> Loni
1669819197454|1640935765031|39582418609596|4816881276449460343|India -> Aligarh
1669819919171|1662031573827|52776558135283|191684459139964424|Venezuela -> Caracas
1669821503072|1647007405754|43980465114037|4736379433110217772|Japan -> Chiyoda
1669821531812|1668317983392|57174604650558|4700913586044682973|India -> Bhilai
1669822353835|1636248998667|13194139534293|4801681627707088976|South_Africa -> eMalahleni
1669822730498|1648076346971|43980465112641|4646588915539524530|Netherlands -> Groningen
1669822785947|1667444637403|57174604648446|4816881276449458357|Singapore -> SingaporeCity
1669824024182|1668565111825|57174604648984|4726246333948642368|Indonesia -> Manokwari
1669824063561|1633224062826|13194139539094|180143985094828124|Belgium -> Leuven
1669825335979|1657709217485|52776558134601|4762838080921025006|South_Africa -> Johannesburg
1669826167310|1669790830215|61572651155680|4815192426589205447|Vietnam -> Tuyên_Quang
1669827789347|1669087262100|57174604654027|4762275130967604524|Libya -> Benghazi
1669827811617|1668644670789|57174604647175|186336434582457866|Tanzania -> Unguja
1669828809832|1626123324247|30786325581027|4716113234787041931|Yemen -> Aden
1669830289716|1637471540536|39582418604554|4752423506782722068|Vietnam -> Rạch_Giá
1669830821041|1640987461444|26388279067336|4817162751426177471|India -> Allahabad
1669831559075|1666433971544|57174604645561|4745105157388239154|China -> Zhengzhou
1669833191785|1603743056755|8796093029921|84161018036493455|China -> Kowloon
1669835100820|1640008484120|8796093030047|4813785051705651077|United_States -> New_York_City
1669835908502|1669267257912|57174604646196|4790985578592092252|Brazil -> Poços_de_Caldas
1669836117464|1646098397563|43980465111734|4802244577660516283|Netherlands -> Rotterdam
1669837623508|1621070955945|2479|140456013378621041|Burma -> Pyin_U_Lwin
1669837751642|1666997112999|57174604646805|125537839612958719|Philippines -> Manila
1669837991894|1640730380813|39582418603878|4816318326496045505|Algeria -> Batna
1669838326430|1660971146348|52776558133495|4750453181945752805|Russia -> Irkutsk
1669839185369|1666244867969|57174604645099|4730468458599289321|Nepal -> Lalitpur
1669839251507|1657908907768|52776558139289|4787889353848261408|India -> Kalimpong
1669839717579|1642574563906|39582418604487|4816599801472757798|India -> Fatehgarh_Sahib
1669839757167|1641429953339|39582418601714|4698380311254284184|India -> Guwahati
1669840158012|1668626046695|57174604653363|4745949582318379986|United_States -> Houston
1669840867945|1664543119277|57174604647452|4792955903429051656|India -> Ernakulam
1669840891648|1666907520793|57174604648836|4670795763536626203|Sri_Lanka -> Ratmalana_Airport
1669841172968|1653963657237|48378511626810|4756645631433391976|Poland -> Łódź
1669841438734|1639764184345|13194139533662|201536083324830067|Japan -> Nisshin
1669841507884|1633110906321|30786325579879|4791548528545497564|Niger -> Zinder
1669841788533|1666637082348|57174604652632|159033361841525296|Taiwan -> Yunlin_County
1669842179667|1658961634034|52776558141345|4734127633296536318|China -> Nanchang
1669842189552|1638518521943|39582418606197|4788452303801696506|Argentina -> Corrientes
1669842373575|1645205007529|43980465118212|4789296728731812748|Germany -> Friedberg
1669842636865|1614520496398|21990232556907|4623226492472540716|Belgium -> Paris
1669842944486|1640452384776|30786325587204|4815473901565912363|Sweden -> Borås
1669843167223|1661862884192|52776558139768|199847233464571077|United_States -> New_Orleans
1669844165535|1663178224795|57174604651573|199847233464567900|England -> Southampton
1669844330666|1652858650505|48378511623277|4770156430315489185|China -> Changzhi
1669844467220|1625814306766|30786325583388|4674173463257160096|China -> Pudong
1669844518281|1654614584676|48378511628760|114278840544526870|United_States -> Tallahassee
1669845174546|1659233817223|52776558140424|4779163629570244344|China -> Dafeng
1669846528615|1667372754225|57174604650484|4808437027148144093|Romania -> Cluj-Napoca
1669846639416|1665529164825|57174604651214|4781696904360630746|Vietnam -> Cần_Thơ
1669847111266|1663016929446|57174604646928|4714705859903493126|Morocco -> Rabat
1669847828434|1668940353435|57174604648339|188025284442718668|Germany -> Wedel
1669847958688|1669395882651|61572651160113|147774362773097575|Croatia -> Zagreb
1669848236076|1638086621370|26388279067554|195906583790623098|Brazil -> Porto_Alegre
1669848862770|1669050843593|57174604653381|168603511049688163|China -> Dali
1669849971302|1642534019802|39582418604609|204913783045364593|India -> Mysore
1669850532604|1629358248701|26388279067771|167477611142841121|India -> Sion
1669852097150|1648775611833|43980465112981|4728216658785603686|China -> Fuyu
1669852407881|1652836066284|48378511623429|4799148352916688021|India -> Agra
1669852745103|1669703926500|61572651155948|150870587516917282|Turkey -> Kadıköy
1669852814291|1668181825382|57174604650182|204632308068650220|Brazil -> Passos
1669852994694|1626112001851|13194139538860|4768749055431935181|Indonesia -> Kupang
1669853074349|1669831873727|61572651165455|193654783976935918|China -> Chongzhou
1669853149352|1661966307487|52776558135249|4737223858040347606|Cambodia -> Siem_Reap
1669854222584|1669790830215|61572651155680|4815192426589205447|Germany -> Darmstadt
1669854393202|1667878840041|57174604651147|171981210770211635|India -> Jhansi
1669855210467|1668818911773|57174604650426|4814348001659062375|Democratic_Republic_of_the_Congo -> Kisangani
1669855985039|1633407192740|13194139535767|180706935048246301|United_States -> Atlanta
1669856263204|1669765706733|61572651158572|4712172585113102671|United_States -> San_Antonio
1669856885843|1665467178390|57174604653283|174514485560608803|China -> Beibei_District
1669857354492|1666708618358|57174604654053|4786763453941429552|England -> Leicester
1669857395270|1662628713404|52776558142713|4729061083715733811|India -> Nalgonda
1669857570064|1637280999805|8796093024928|4805059327427625622|Ethiopia -> Addis_Ababa
1669857884203|1666994723204|57174604646314|78531518502277222|India -> Hubli
1669859028840|1664495288768|57174604648716|100486566685708170|Morocco -> Casablanca
1669859494316|1668373381730|57174604650402|4658973814514793073|Turkey -> Kadıköy
1669860520209|1623747228807|30786325578104|4760304806130616568|Japan -> Nisshin
1669860528890|1621499993681|26388279070905|124130464729407551|Denmark -> Copenhagen
1669861195225|1658520769410|52776558138129|4771563805199042171|United_States -> Boston
1669861757135|1635189130633|35184372095765|4766778730594970585|India -> Chetpet
1669861975629|1640672300625|39582418600898|204350833091936439|China -> Kowloon
1669862510399|1638723727365|39582418601705|4806466702311177917|Mongolia -> Ulan_Bator
1669862720618|1669304901693|61572651159059|4657566439631241914|Canada -> Vancouver
1669863736229|1667577230488|57174604651782|4697535886324147019|Russia -> Kursk
1669865896651|1615948576842|21990232555577|4649122190329921235|India -> Palakkad
1669866958042|1667475185185|57174604648158|4800274252823540889|Moldova -> Tiraspol
1669867640869|1633603078327|4398046518195|4792955903429058688|Brazil -> Campinas
1669868141276|1668825449240|57174604652338|4798303927986553189|India -> Tirunelveli
1669868517306|1654649624355|48378511627843|142144863238881559|Mexico -> Oaxaca
1669868907541|1639771881710|35184372098671|4813222101752232972|Indonesia -> Mataram
1669869142692|1632904328857|35184372097942|4734972058226658393|India -> Anantapur
1669869148793|1639513453624|39582418600078|4761430706037469728|Chile -> Valparaíso
1669869295458|1668367548633|57174604653010|197313958674177075|Niger -> Abidjan
1669872325807|1666933654670|57174604653800|185773484629035813|Egypt -> Cairo
1669872341290|1664148541956|57174604649348|4762275130967604132|Senegal -> Saint-Louis
1669872682438|1656668778981|52776558137693|4733564683343105075|Italy -> Pavia
1669873045484|1664863051140|57174604652457|4814348001659063928|Ukraine -> Lviv
1669873878009|1666391021259|57174604648090|4800274252823531295|Philippines -> San_Miguel
1669874612638|1665695391523|57174604650672|201817558301548616|United_Kingdom -> Bristol
1669875595596|1652002160396|48378511627155|4743416307527992244|Brazil -> Campos_dos_Goytacazes
1669876129197|1664716252347|57174604646645|180425460071532375|Cambodia -> Kampong_Speu
1669876221856|1635922819818|26388279073229|188869709372850867|Madagascar -> Ambovombe
1669876541400|1595060356385|8796093027349|40250921669626819|Colombia -> Medellín
1669876880371|1640417488717|8796093029528|203506408161806525|France -> Lille
1669877511767|1665577008577|57174604650746|4743134832551267533|Argentina -> Mendoza
1669878786053|1648578810934|43980465116303|200973133371412067|India -> Bahadurgarh
1669880534955|1668181825382|57174604650182|204632308068650220|India -> Andhra_Pradesh
1669880676833|1619651711537|21990232558687|4747638432178638290|Vietnam -> Điện_Biên_Phủ
1669881020790|1653334392340|48378511628535|176484810397587656|Pakistan -> Khairpur
1669883958162|1646139745913|43980465116264|4758897431247071148|Indonesia -> Bengkulu
1669884080472|1662959551132|57174604645045|4813222101752224487|Greece -> Crete
1669884135808|1663469043641|57174604650178|171699735793508707|Philippines -> Silang
1669884371001|1650895554190|48378511629045|4762838080921012285|India -> Durgapur
1669885089583|1661733902938|52776558135466|4786481978964710339|Iran -> Shahrekord
1669885350752|1657912162678|52776558135094|4733564683343114351|Germany -> Hanover
1669886295868|1639161387099|39582418606600|4760586281107331274|Russia -> Izhevsk
1669887163707|1636488585359|13194139541819|190840034209829074|China -> Dingxi
1669887996481|1650543079982|48378511631290|4807592602218005545|Madagascar -> Antanifotsy
1669888362973|1666416479579|57174604644649|4787326403894854404|Mexico -> Culiacán
1669890652264|1632164370912|21990232561400|4788452303801693983|Madagascar -> Fianarantosa
1669891443708|1633402784067|30786325582526|4792392953475632622|United_States -> Ithaca
1669891558564|1635993434634|35184372090191|189151184349564521|Cuba -> Cienfuegos
1669892486969|1669415570933|61572651160165|4784793129104450990|Democratic_Republic_of_the_Congo -> Lubumbashi
1669893774603|1668644670789|57174604647175|186336434582457866|Russia -> Voronezh
1669894486746|1666942483169|57174604653762|4808437027148146270|India -> Rajahmundry
1669894992822|1639713469816|4398046513489|4812940626775507688|India -> Kannur
