createTime|dependencyTime|mediumId|mediumType|isBlocked|lastLoginTime|riskLevel
1670537383181|0|61572651156231|WIFI|false|1670797476606|High risk
1670561060029|0|61572651163748|MAC|false|1671787998546|Critical risk
1670564160498|0|61572651161677|IPv6|false|1671842048071|Minimal risk
1670571263938|0|61572651159512|MAC|false|1670915797264|Moderate risk
1670573551260|0|61572651160305|IPv4|false|1671053985365|Low risk
1670582884388|0|61572651155785|ATM|false|1672522483099|Extreme risk
1670597951527|0|61572651164699|NFC|true|1671032015279|Critical risk
1670601015213|0|61572651158811|POS|false|1672461280681|High risk
1670607049992|0|61572651159545|PHONE|false|1672323974230|Low risk
1670623130715|0|61572651161663|RFID|false|1671540684838|Minimal risk
1670641679303|0|61572651161876|PHONE|false|1670768928008|Low risk
1670649901334|0|61572651156539|ATM|true|1671174549371|Moderate risk
1670658946199|0|61572651161900|ATM|false|1672139871003|High risk
1670680646514|0|61572651159017|ATM|false|1671611600939|Extreme risk
1670680651423|0|61572651156610|RFID|false|1670790299156|Extreme risk
1670688073666|0|61572651163319|PHONE|false|1671075803706|Low risk
1670715034424|0|61572651163964|WIFI|false|1670741157230|Low risk
1670725966775|0|61572651161383|IPv4|false|1671435578784|Critical risk
1670731044036|0|61572651162731|RFID|false|1671992071144|Very high risk
1670739589161|0|61572651157915|IPv6|false|1671026997044|Low risk
1670753318416|0|61572651156314|IPv6|false|1671505846389|Moderate risk
1670753436262|0|61572651162198|ATM|false|1672161706214|Minimal risk
1670755675320|0|61572651162639|NFC|false|1672171373363|Severe risk
1670759253298|0|61572651155702|WIFI|false|1672291171191|Very high risk
1670768290688|0|61572651159154|MAC|false|1671605582225|Moderate risk
1670771447261|0|61572651159674|MAC|false|1670807942183|Moderate risk
1670814702382|0|61572651163913|ATM|false|1672480088761|Critical risk
1670820002746|0|61572651156927|ATM|false|1671760464388|High risk
1670820330260|0|61572651165074|IPv6|false|1671063237718|Severe risk
1670828788065|0|61572651165294|IPv6|false|1672300226925|Significant risk
1670843887506|0|61572651156972|PHONE|false|1671444372220|Minimal risk
1670860815610|0|61572651161834|QRCode|false|1670945287016|Minimal risk
1670863491004|0|61572651164164|MAC|false|1670927521827|Very high risk
1670869745046|0|61572651160241|IPv4|false|1672092655787|Moderate risk
1670880853315|0|61572651159042|IPv4|false|1672208207406|Extreme risk
1670882812583|0|61572651163664|RFID|false|1672196482815|Extreme risk
1670886147338|0|61572651156850|ATM|false|1672165709012|Minimal risk
1670895230135|0|61572651163406|IPv4|false|1671470196796|Minimal risk
1670900883891|0|61572651163150|QRCode|false|1671345986213|Moderate risk
1670907599153|0|61572651159484|RFID|false|1672077780388|Low risk
1670915927268|0|61572651162176|ATM|false|1672035004612|Significant risk
1670927821621|0|61572651160789|PHONE|false|1671516127786|High risk
1670930389589|0|61572651163916|PHONE|false|1672019712876|High risk
1670931524836|0|61572651155473|NFC|false|1672275311714|Extreme risk
1670935335581|0|61572651158939|WIFI|false|1671407301528|Significant risk
1670947110865|0|61572651156622|QRCode|false|1671026339170|Very high risk
1670949080785|0|61572651157684|POS|false|1671581354883|Extreme risk
1670953581380|0|61572651164734|RFID|false|1671239726430|Minimal risk
1670980819586|0|61572651159016|IPv6|false|1672192678786|High risk
1670990751720|0|61572651164753|RFID|false|1671445553365|Severe risk
1671000970230|0|61572651162462|MAC|false|1671406762525|Very high risk
1671003901327|0|61572651164452|IPv6|false|1671876382343|Low risk
1671019198739|0|61572651164455|IPv4|false|1671536565199|Severe risk
1671049932771|0|61572651157111|PHONE|false|1671516673617|Very high risk
1671065482696|0|61572651161680|IPv4|false|1671402283469|Critical risk
1671068330562|0|61572651155777|PHONE|false|1672095694232|Extreme risk
1671068585551|0|61572651155910|ATM|false|1672475632625|Very high risk
1671082799480|0|61572651163164|POS|false|1672376154913|Extreme risk
1671104729027|0|61572651155985|MAC|false|1671884546707|Very high risk
1671109032181|0|61572651159045|MAC|false|1671121611735|Severe risk
1671119886654|0|61572651158342|IPv6|false|1671790877645|Very high risk
1671121072548|0|61572651157785|POS|false|1671902767198|Significant risk
1671129528639|0|61572651156725|MAC|false|1671509196298|Very high risk
1671132438299|0|61572651161605|ATM|false|1671144233990|Significant risk
1671141575462|0|61572651159705|RFID|false|1671944257416|Moderate risk
1671149417939|0|61572651161982|WIFI|false|1671749110007|Significant risk
1671152700770|0|61572651163810|NFC|false|1671641178918|Extreme risk
1671157817366|0|61572651164072|MAC|false|1672435730095|Significant risk
1671184515375|0|61572651164638|ATM|false|1672039578889|Significant risk
1671209466127|0|61572651161270|PHONE|false|1672481465854|Moderate risk
1671225505770|0|61572651165272|NFC|false|1671642919816|Low risk
1671225669402|0|61572651158070|NFC|false|1672379831374|Low risk
1671227184591|0|61572651160810|WIFI|false|1671861372718|Severe risk
1671231472211|0|61572651164120|IPv6|false|1671440291688|Severe risk
1671232333614|0|61572651165234|MAC|false|1671938978037|Critical risk
1671234877185|0|61572651162849|POS|false|1672471879446|Low risk
1671236515527|0|61572651164479|IPv6|false|1672115017835|Very high risk
1671245559722|0|61572651158320|POS|false|1671345011039|Moderate risk
1671255983337|0|61572651164837|QRCode|false|1671491571006|Low risk
1671256636174|0|61572651159491|MAC|false|1672424496258|Critical risk
1671258957119|0|61572651157148|RFID|false|1671744235493|Very high risk
1671277167324|0|61572651159546|IPv4|false|1672507790251|Critical risk
1671279881881|0|61572651163122|IPv4|false|1672328969169|Critical risk
1671285632636|0|61572651164293|NFC|false|1671502800963|Extreme risk
1671327493153|0|61572651163030|IPv6|false|1672006701908|Very high risk
1671339373169|0|61572651160227|QRCode|false|1672028326497|Critical risk
1671340314824|0|61572651160151|PHONE|false|1671894526060|High risk
1671346480098|0|61572651165392|QRCode|false|1672267179493|High risk
1671348011657|0|61572651165336|IPv6|false|1672087820059|High risk
1671352003619|0|61572651164068|POS|true|1671869744246|High risk
1671385500032|0|61572651164167|IPv6|false|1671408595985|Very high risk
1671399076904|0|61572651163023|IPv4|false|1671573763716|Critical risk
1671404504865|0|61572651158904|ATM|false|1672103121880|Low risk
1671406809710|0|61572651158959|POS|false|1672363889844|High risk
1671407813704|0|61572651160035|ATM|false|1671501190097|High risk
1671431933688|0|61572651157670|ATM|false|1672323842179|Very high risk
1671441452276|0|61572651161475|WIFI|false|1671607327689|Moderate risk
1671445407837|0|61572651161486|IPv4|false|1671596705450|Low risk
1671469538740|0|61572651163617|POS|false|1671773063243|High risk
1671478543829|0|61572651163272|IPv6|true|1671695003202|Moderate risk
1671484259263|0|61572651159432|ATM|false|1672474967308|Extreme risk
1671508689517|0|61572651161961|POS|false|1671552572957|Critical risk
1671535978107|0|61572651160938|MAC|false|1672076642110|Moderate risk
1671547670771|0|61572651156124|IPv6|false|1671861861700|Moderate risk
1671555966221|0|61572651164913|RFID|false|1672121012177|Very high risk
1671557238751|0|61572651157452|WIFI|false|1671795506855|Severe risk
1671565553348|0|61572651164459|QRCode|false|1672346770582|High risk
1671582205986|0|61572651162165|NFC|false|1671754592965|Moderate risk
1671591277855|0|61572651162323|ATM|false|1671725250610|Severe risk
1671609302579|0|61572651161145|POS|false|1672528905445|Significant risk
1671615877376|0|61572651164359|WIFI|false|1672376863532|Low risk
1671630528618|0|61572651160290|MAC|false|1671847087756|Critical risk
1671642569830|0|61572651160600|PHONE|false|1671648112091|Critical risk
1671647120038|0|61572651160590|MAC|true|1672378004672|Low risk
1671647626741|0|61572651159882|QRCode|false|1672206862572|Low risk
1671650940873|0|61572651165446|PHONE|false|1672077151442|Severe risk
1671663648001|0|61572651158689|IPv6|false|1672062034657|Significant risk
1671690402897|0|61572651157075|PHONE|false|1672111631177|Moderate risk
1671691811116|0|61572651164275|QRCode|false|1672197437779|Moderate risk
1671697189166|0|61572651164295|POS|false|1671978206096|Low risk
1671703607316|0|61572651161735|MAC|false|1672445685551|Extreme risk
1671704053502|0|61572651159118|NFC|false|1671807212363|Extreme risk
1671710108944|0|61572651165178|IPv6|false|1671776795698|Extreme risk
1671721595882|0|61572651158673|QRCode|false|1671724395623|High risk
1671740786033|0|61572651157685|IPv4|false|1672271253784|High risk
1671754673390|0|61572651162846|IPv6|false|1671983399594|High risk
1671756553881|0|61572651161387|WIFI|true|1672003410920|Severe risk
1671756895235|0|61572651160045|MAC|false|1672270839205|Severe risk
1671757106808|0|61572651161645|PHONE|false|1672254074785|Moderate risk
1671767412107|0|61572651159729|PHONE|false|1671971915039|Minimal risk
1671775205928|0|61572651164483|IPv4|false|1671955925527|Significant risk
1671775368944|0|61572651163229|POS|false|1671885963203|Significant risk
1671779843762|0|61572651164612|RFID|false|1672331192185|Very high risk
1671782796186|0|61572651161941|ATM|false|1672027750373|Low risk
1671786980817|0|61572651156051|PHONE|false|1671886801165|Significant risk
1671789130942|0|61572651164897|POS|false|1671929098380|Moderate risk
1671792296025|0|61572651159465|NFC|false|1672442799737|Very high risk
1671795312867|0|61572651163920|MAC|false|1672463022450|Critical risk
1671796340706|0|61572651165328|QRCode|false|1671810156598|Extreme risk
1671806441220|0|61572651158340|POS|false|1671995140697|High risk
1671809303408|0|61572651162611|NFC|false|1672132107830|Extreme risk
1671813156016|0|61572651158781|MAC|false|1672513270982|High risk
1671818842956|0|61572651158013|MAC|false|1671939120143|Critical risk
1671837380947|0|61572651160282|RFID|false|1672216709194|Very high risk
1671844322399|0|61572651161958|WIFI|false|1672369806005|Significant risk
1671847184802|0|61572651157065|WIFI|false|1672151715948|Very high risk
1671852737208|0|61572651165064|MAC|false|1671924718397|Minimal risk
1671862070918|0|61572651161288|PHONE|false|1672493251785|Extreme risk
1671862402994|0|61572651160411|ATM|false|1672339784164|Extreme risk
1671880226439|0|61572651162481|POS|false|1672065857797|Severe risk
1671884411530|0|61572651161968|MAC|false|1671892609480|Severe risk
1671885254606|0|61572651161591|IPv4|false|1672231124189|Low risk
1671885460055|0|61572651164973|POS|false|1671925481707|Significant risk
1671894097000|0|61572651156607|IPv4|false|1672171011014|High risk
1671896449371|0|61572651159138|ATM|false|1672160829703|Critical risk
1671910610787|0|61572651157479|WIFI|false|1672390018329|Extreme risk
1671912989161|0|61572651160559|RFID|false|1672285077726|High risk
1671918657831|0|61572651164235|QRCode|false|1672073074688|High risk
1671926818163|0|61572651160710|POS|false|1671981367052|Extreme risk
1671949764083|0|61572651159057|NFC|false|1672029799330|Extreme risk
1671951415263|0|61572651158721|RFID|false|1672241060092|Very high risk
1671977127359|0|61572651163793|POS|false|1672401270879|Minimal risk
1671994118211|0|61572651158822|NFC|false|1672223618475|Minimal risk
1671996291812|0|61572651155918|RFID|false|1672125951343|Severe risk
1672029025028|0|61572651159548|POS|false|1672506817088|Significant risk
1672042347245|0|61572651163712|QRCode|false|1672103183297|Low risk
1672047748733|0|61572651165382|WIFI|false|1672296872271|Extreme risk
1672062578921|0|61572651164660|MAC|false|1672524151282|Significant risk
1672065399335|0|61572651163405|PHONE|false|1672223327677|Very high risk
1672073026234|0|61572651156271|POS|false|1672335136495|High risk
1672084070969|0|61572651163865|IPv6|false|1672400977688|Extreme risk
1672100713423|0|61572651161964|NFC|false|1672517860800|Significant risk
1672121774581|0|61572651159010|IPv6|false|1672221185667|Low risk
1672154138175|0|61572651157962|NFC|false|1672214965066|Minimal risk
1672164326776|0|61572651157963|NFC|false|1672380700607|Low risk
1672172978924|0|61572651162909|NFC|false|1672488373883|Significant risk
1672173586844|0|61572651159671|PHONE|false|1672178157764|Minimal risk
1672183581353|0|61572651158580|IPv6|false|1672405568997|Low risk
1672184348688|0|61572651163291|ATM|false|1672253578295|High risk
1672189063971|0|61572651159883|QRCode|false|1672221114111|Significant risk
1672192901895|0|61572651161585|RFID|false|1672377044133|Moderate risk
1672198904126|0|61572651163948|QRCode|false|1672457128791|Moderate risk
1672200276428|0|61572651165048|POS|false|1672494182975|Minimal risk
1672220957989|0|61572651159320|MAC|false|1672500280880|Severe risk
1672248786146|0|61572651159225|MAC|false|1672442732800|Minimal risk
1672250099694|0|61572651159847|IPv4|false|1672276213076|Moderate risk
1672266280491|0|61572651162300|IPv6|true|1672325965398|Minimal risk
1672267421051|0|61572651156844|IPv4|false|1672278862740|Critical risk
1672286290371|0|61572651159411|IPv6|false|1672417142758|Severe risk
1672292919044|0|61572651165211|PHONE|false|1672486638892|Extreme risk
1672297692391|0|61572651162896|PHONE|false|1672411107172|Very high risk
1672301154692|0|61572651161256|NFC|true|1672404802021|Extreme risk
1672303240367|0|61572651162710|POS|false|1672486327884|Minimal risk
1672308727040|0|61572651156312|IPv6|false|1672522099349|Severe risk
1672324808450|0|61572651162648|IPv4|false|1672387772519|Low risk
1672333633478|0|61572651157809|RFID|false|1672394809089|High risk
1672354979334|0|61572651162401|MAC|false|1672365348206|Severe risk
1672361237312|0|61572651158956|IPv6|false|1672414025429|Significant risk
1672369711484|0|61572651162329|MAC|false|1672405982105|Very high risk
1672375656181|0|61572651164868|IPv6|false|1672520380571|Significant risk
1672378539015|0|61572651161877|QRCode|false|1672513410267|Minimal risk
1672381268634|0|61572651164366|RFID|false|1672417639342|Critical risk
1672381993928|0|61572651163015|MAC|false|1672529083192|Low risk
1672387214504|0|61572651159830|WIFI|false|1672484110968|High risk
1672392568591|0|61572651158341|POS|false|1672438845108|High risk
1672409892918|0|61572651163993|QRCode|false|1672526928101|Moderate risk
1672422644938|0|61572651165079|WIFI|false|1672523883395|Moderate risk
1672432873101|0|61572651156892|QRCode|true|1672491739170|Significant risk
1672436928282|0|61572651157818|RFID|false|1672460209908|Low risk
1672441209741|0|61572651159201|RFID|false|1672474280612|Moderate risk
1672443216901|0|61572651156511|QRCode|true|1672511753811|Significant risk
1672451002209|0|61572651161338|WIFI|false|1672510681180|High risk
1672456381688|0|61572651157517|ATM|false|1672501345260|Extreme risk
1672462361719|0|61572651160839|POS|false|1672462877454|Very high risk
1672463497768|0|61572651159356|MAC|false|1672521104186|Minimal risk
1672484600660|0|61572651160023|MAC|false|1672490125597|Moderate risk
1672492679085|0|61572651163642|IPv4|false|1672499421941|Significant risk
1672505517833|0|61572651156779|POS|false|1672507644496|Severe risk
1672527734122|0|61572651158495|ATM|false|1672531023588|Critical risk
