createTime|dependencyTime|fromId|toId|amount
1669713218906|1649028282837|4815192426589196282|4843339924260260358|2208301.765517593
1669713630675|1655441564605|4864169072536849135|4847843523887631817|3711884.818622949
1669714627432|1635940740411|4695284086510454912|4800555727800238590|9158812.008614251
1669715029279|1639137724679|4810970301938533481|0199002808534435273|375531.6626436478
1669716174658|1661803830916|4884716745836726606|4818851601286433815|6841455.592639865
1669716615742|1644672258435|4828984700448017735|4734409108273237097|3034057.6820925116
1669716825538|1640781158172|4816318326496037004|0056013520365422138|2259227.552922182
1669719629967|1655698656229|4865013497466979985|4817444226402879269|4404333.483913411
1669719643745|1664093636171|4892316570207915776|4778319204640098146|5130187.122015643
1669720697787|1662163114826|4886124120720280110|0134263563890983340|3682380.640197872
1669720875064|1668637214496|0295267250569478863|0140456013378618647|779277.4666269631
1669720998263|1667536838176|0291889550848951584|4755519731526534834|8730512.254090568
1669721336525|1660894037382|4881901996069620012|0214765407230232622|732912.0169006576
1669721470944|1667733293800|0292452500802372517|4803370477567347703|4173293.085529832
1669723339444|1640654088883|4774378554966148997|4816036851519324974|7391262.130982972
1669723483728|1639400065320|0200128708441278083|4796052128172869184|9306.362888289454
1669723671820|1653576255217|4857976623049212617|4721742734321258639|4604099.7587112645
1669723796961|1644703775635|4652218415073725095|4829266175424728781|9777817.409415254
1669724070626|1656841050526|4830955025284991873|4868672672164220603|188164.17068306167
1669724455306|1644865534247|0167759086119551126|4829829125378150045|2091102.5181554933
1669725032595|1656351807592|0206039682952201598|0255297803876566244|6358933.491391583
1669725085983|1629105286145|4778319204640098962|4758334481293642365|3032638.377537802
1669725223700|1666595739305|0032088147345015530|0288793326105133557|564134.6130584935
1669725323444|1666694832629|4900760819509232520|4644337115725827816|425187.9982694151
1669725330493|1635810979739|4781415429383913640|4800274252823529130|8731360.016859861
1669726188152|1657436749344|4870642997001195245|0177047760351003286|7767236.192300081
1669726976589|1666286043283|4899353444625681403|4758334481293642365|3462691.905511145
1669727514678|1667587603372|0291889550848950789|4703446860835064362|3484484.4069548044
1669727891323|1663267664480|4889501820440807311|0224617031415105530|9679846.326724648
1669728564744|1658998915825|4875709546581986250|4785074604081155163|8766139.253827734
1669728590903|1656841050526|4728498133762312648|4868672672164220603|2111842.899477423
1669728696230|1646534434475|4835177149935651682|4791548528545500414|5279635.797310899
1669729740987|1666119192319|0106116066219918838|4898790494672257509|6079912.792337061
1669730951473|1637887049914|4794926228266029078|0195343633837195654|3436415.811166826
1669731497113|1654125855329|4778037729663388899|4859946947886189525|3203266.5585730746
1669731719867|1661184869784|0191965934116668146|4882746420999753458|4050199.7615370434
1669732964279|1651128569892|4850095323701314493|4706543085578880826|5774825.857855688
1669733270617|1640593579408|4815755376542617208|4721742734321258639|5260033.9820335405
1669733489523|1643992041555|4783667229197600299|4826732900634332203|9531172.741188848
1669733657382|1647078884366|0225179981368526919|4824199625843933336|369828.5505079046
1669733694240|1654447777299|4860791372816321481|4811251776915243170|1260799.6291673186
1669733702092|1653663106487|4745386632364950602|4858258098025924980|105965.89282356184
1669733857812|1643242545379|4824481100820647692|4758334481293642365|6972799.205761235
1669734199654|1613865480531|0114278840544527971|0117093590311634786|4563492.103994815
1669735978899|1639889820729|0201817558301541538|4703165385858353757|1038829.2478313943
1669736305197|1654155254563|0159877786771652857|4859946947886187308|6554563.717803909
1669736650415|1639460230931|4806185227334455471|4812096201845377649|7590527.280381969
1669737517938|1640966302398|0205195258022069660|0111745565754132036|8862746.228347197
1669737578231|1641096165890|4817444226402880357|0199565758487855267|9815163.533306064
1669737723913|1665924607094|0149463212633358350|4898227544718839437|3538232.827704746
1669737916398|1629560281536|0019703248369747572|0168322036072972526|927767.0191019638
1669738103693|1646344593750|4768749055431937875|4834614199982229820|7925538.979056436
1669738661963|1632502489524|4719209459530860577|0177892185281136410|4362642.861143032
1669738885086|1650341199023|4812096201845375317|4847562048910918273|8857036.092653863
1669740134838|1662027187713|4885561170766859564|4801118677753661075|3604594.9786093202
1669740335657|1660128782238|4879368721279222896|0235031605553398357|7761611.319696955
1669740854135|1644072884499|4827014375611041405|0059391220085948890|7423289.778228555
1669741230862|1639282715717|0196188058767328963|4811533251891953694|5958650.805448544
1669741437898|1644558509096|4828703225471304542|4665166264002412932|5568235.760590936
1669741621625|1655837031106|4865294972443688965|0205476732998780093|8537907.753080728
1669742294728|1667688588785|0292452500802371768|4812096201845377649|1282938.8439878619
1669743136978|1654201658795|4818007176356299678|0248542404435511016|7919518.781374619
1669743167684|1650107089085|4846717623980786413|0195625108813905988|4662894.642076739
1669744176295|1663347361712|4818007176356299678|4889783295417519533|9028335.342518449
1669744436267|1641310070917|4719209459530860282|0206321157928912886|2152963.869638259
1669744556067|1646386840819|0170292360909948711|4834614199982230410|4039340.843206302
1669745015744|1618477328795|0119626865102028835|4743697782504689973|3197081.6688670777
1669745070968|1649489211760|0233061280716423585|0145804037936120449|3236014.540652776
1669745486134|1658816432134|4761993655990880347|4875146596628562394|6453805.512852429
1669745582591|1640967242422|0204913783045357747|4817162751426171158|9078091.86061356
1669746216055|1649271600287|0232498330763002901|4834614199982229820|9819180.346598595
1669746345694|1641312301123|4789015253755102500|4818007176356302483|5742504.082311477
1669747001878|1642030248603|4820540451146695788|4811814726868668425|7085924.219251274
1669748136386|1666730406176|4814910951612482002|0289074801081844615|9466489.804324783
1669748388876|1664344425979|4893160995138045584|0196188058767329015|3641823.978368952
1669749358968|1629617896504|4780008054500362332|4762838080921011833|2106090.7411995823
1669749444901|1658925860937|4719209459530860577|4875428071605273331|9619075.220590852
1669749488303|1639378032223|4811814726868667526|4757771531340219745|612674.5696190117
1669749746345|1637318215529|4801118677753661471|4805059327427612350|387802.01575329463
1669750072116|1630618707229|4783385754220892028|4763682505851146170|8748230.90908968
1669750350698|1653229389590|4816036851519324512|4856850723142371794|3552379.369729709
1669750492109|1648049914532|4731875833482840195|0228276206112342178|1021973.2814172888
1669750500627|1653229389590|4816881276449457639|4856850723142371794|3804439.410578161
1669750872319|1648091696144|0206039682952201804|4840243699516444237|9553678.936153166
1669751054910|1653038402693|4856287773188949168|0220394906764443906|9853832.887410127
1669751223040|1650333142007|4798585402963266711|4847562048910919271|1276330.1780066127
1669752531872|1654201658795|4838273374679467657|0248542404435511016|4957832.33209901
1669752782032|1641198077100|0187743809466008566|4817725701379588171|8296738.305549373
1669752997637|1638928310318|4736097958133500398|4810407351985112171|2447277.0687601995
1669753801790|1644100189861|0215609832160363408|0165507286305867103|526540.099721603
1669754255111|1657042761177|4869235622117639934|4815192426589194286|8703381.12784942
1669755324101|1647608059032|4838554849656177598|4821384876076826972|8539441.685147252
1669755456567|1648858238411|0229120631042475662|4842776974306840433|9571315.012077736
1669757047344|1667688588785|0292452500802371768|4771000855245621233|9058955.93269404
1669757181580|1635215171167|4764808405757988859|4798303927986553566|2782634.699212679
1669757320874|1635764877608|4799992777846820726|0152277962400466213|8250932.673668243
1669757731691|1662762064301|4787889353848259847|4888094445557253161|6551528.947430197
1669757851511|1614888468641|0118782440171898119|4732157308459551481|3946922.664790169
1669757924116|1643449414464|4825044050774066677|0165507286305867103|9138968.83112487
1669757972235|1667558702699|0291889550848950774|4796896553103001590|52645.362425357554
1669758625850|1646947473745|4814348001659061719|0224898506391815861|9332879.093283374
1669758831540|1650141690420|4713017010043227996|0235313080530110259|917424.9209625274
1669758922361|1658841349107|4875146596628565032|4799992777846817991|2057317.5620753448
1669759214700|1656562979728|4867828247234089002|4772408230129174263|3395007.9646057296
1669759430244|1646589712628|0059109745109237789|0223772606484971973|2291713.5836775205
1669761647570|1640781158172|4816318326496037004|4705698660648748754|7304150.877707447
1669761753277|1645177451246|4830673550308282534|4722868634228100970|2181893.364439722
1669762572738|1668751135077|4907516218950291579|4812377676822086602|614019.9625089748
1669764167933|1654909144437|0090071992547410921|0250794204249195178|3302762.63536614
1669764440844|1665224772049|4895975744905152481|4758334481293642365|1395576.2414892025
1669764468201|1640207207076|4809844402031691756|4814629476635775164|9650438.738601968
1669764494743|1643992041555|4740038607807447571|4826732900634332203|2422829.6982549424
1669764568669|1648898902972|0191402984163247436|4842776974306838475|5686859.995357954
1669765065706|1642270169627|0207728532812464660|4821384876076829419|667044.2375341101
1669766074943|1662899842160|0276689902106575352|4826451425657621079|7733130.268207605
1669766105599|1641784743930|4819696026216563889|4818007176356302483|6339821.361895152
1669766229878|1641406953762|4818570126309721420|4801118677753663307|8083877.8879154865
1669766428739|1642770274345|0211106232532992957|4803370477567347703|9853106.959953506
1669766484070|1649871693829|4845873199050654016|0196751008720750564|4498210.171252931
1669768030405|1647972616379|4839962224539733791|0168322036072972526|6412764.571833802
1669768084230|1650054702401|4814066526682351498|4846717623980788895|9991927.148740979
1669768097184|1651210081548|4850376798678027905|4803651952544058235|3719498.156758171
1669768285904|1642237622403|4818288651333010186|0209417382672729497|9235753.235335913
1669769008901|1642654390361|0210824757556282833|0189714134302983411|1408501.1239634783
1669769280156|1667550264351|0291889550848951177|0288793326105133557|3158522.537351839
1669769676370|1636521615640|4802526052637212704|0137641263611512438|3743831.3211457464
1669769723114|1640823608323|4782259854314046646|4816599801472746925|8044282.8485611165
1669770048057|1647523962391|0226587356252080016|0198439858581013380|4447898.744996442
1669770401155|1644427391803|0216735732067206102|4757771531340220371|2026378.3451794027
1669770623518|1662657574553|4819696026216566837|4887531495603831896|2614937.9137609443
1669770794978|1655671511576|4835740099889074426|4865013497466980796|4888480.07087904
1669771626646|1632813488575|4770719380268912546|4790422628638656189|2777737.095467991
1669771827503|1637125081055|4804496377474189862|4802807527613924740|3688451.431068317
1669772552231|1645642771472|0220676381741155202|4785074604081152144|8416790.639027571
1669772713365|1643047222119|4823918150867223934|4821103401100118978|1543668.7728367315
1669772765821|1666806549127|4811533251891956584|0289356276058556419|9155061.743457211
1669773462168|1656578520019|4753267931712850137|0256142228806697216|5464878.683645216
1669773954761|1647608059032|4838554849656177598|4804496377474188918|1677564.2143254033
1669774182290|1640853639419|0204913783045357747|4767904630501804405|3728769.0183379296
1669774505036|1658719579695|4874865121651853647|4734972058226657494|2654576.9485722026
1669774940005|1654447777299|4860791372816321481|4805340802404319622|727076.9240561847
1669775035431|1658719579695|4874865121651853647|4840243699516442708|2564433.454894176
1669776289239|1666730406176|4745105157388242280|0289074801081844615|4275355.397324346
1669777674131|1669599602153|4910330968717395509|4822510775983670605|3508279.095964535
1669777760186|1620911565789|4720616834414415528|4751860556829298526|7114671.011086299
1669778340458|1658338911003|4743134832551266372|4873457746768300739|5886210.282209731
1669778512728|1651738163409|0191684459139957556|4852065648538288715|546386.7653598053
1669778929112|1655261787637|0149463212633358350|4863606122583428446|5094929.196703693
1669780395284|1642324386290|4749608757015611473|4821384876076829971|1268371.268906152
1669780790824|1654602989438|4775785929849702101|0249668304342353213|4292856.831942683
1669780960693|1639798607040|4813222101752221934|4722868634228100970|9998018.062235657
1669780989756|1641299989214|4818007176356300481|0183240209838638187|9309214.0404664
1669781445158|1640913602964|4813222101752218000|4816881276449457402|137608.88237802638
1669781611389|1639615602068|4728498133762310945|0200973133371408674|5411901.5417930335
1669781953925|1641293350708|4818007176356300077|0168322036072972526|3565920.738377042
1669783736388|1646339980261|0106679016173339862|0222928181554839572|991928.1024921378
1669783769800|1664541886761|0282037926664077725|0209135907696018882|7536383.045643982
1669784284870|1631938310190|4787607878871548957|4721461259344547238|4268250.777381973
1669784392230|1666555759733|4763963980827853584|0288511851128423465|3951565.259149599
1669784495016|1663797966180|0279786126850393345|4816881276449458634|3683680.995721276
1669784685964|1654201658795|0171136785840079348|0248542404435511016|7913746.143406662
1669784830170|1646840661050|4836021574865783249|4787044928918127254|6032575.429129762
1669784884485|1667137144923|4902168194392785469|4771000855245620467|9279164.666615166
1669785030505|1652556605178|4838273374679467657|4854880398305394851|7271303.28892152
1669786366012|1650045604327|0234750130576689147|0210824757556282790|4504198.136546116
1669786419991|1641037667606|0157625986957968481|0205476732998780093|1747799.1875618848
1669786746256|1660332691483|0268245652805255618|4875428071605273331|9433683.448382964
1669788182157|1663267664480|4889501820440807311|4712172585113095023|3293536.974593524
1669788193960|1667375542515|4794081803335897380|0291326600895530273|5347177.548093501
1669788467692|1664344425979|4893160995138045584|4802807527613926790|573171.178819859
1669788738193|1654167563529|0248260929458800277|0229402106019186566|650771.94414639
1669788854938|1634075795905|0149463212633358350|4794644753289315953|8036186.06015427
1669789993159|1640697856016|4816036851519324348|4801400152730371736|1554326.903880402
1669789995923|1643992041555|4777756254686676192|4826732900634332203|789347.6448638315
1669790394588|1639590926903|0200973133371410301|0199565758487855267|8907829.955447169
1669790485333|1655837031106|4865294972443688965|4802526052637216768|9785743.401478402
1669791033000|1639742575114|4812940626775507131|0181269885001663097|4294013.1175590465
1669791315370|1644802469004|4763682505851142310|4829547650401436719|5380988.811527061
1669791412900|1642820340036|4823073725937090589|4809562927054980558|2693947.7859012284
1669792079312|1643623140191|4825607000727488516|0114841790497947840|4408135.931937755
1669792289183|1660608084135|4767060205571673404|0269371552712099538|770103.1135082681
1669792312545|1642328847007|4821384876076828207|4797740978033132420|1986006.9153188597
1669792440911|1663723396369|4880494621186065545|4891190670301069806|4013834.9638738334
1669793775997|1631716115267|0166070236259289010|4787044928918127909|6731020.458344005
1669794708444|1634262679729|4781696904360625443|4795207703242738305|4941032.479759488
1669796064558|1648124926356|0194780683883774769|4840243699516442708|82146.7460374814
1669796184870|1643366130556|4774660029942857825|4824762575797358548|1918744.4721225845
1669796195873|1642318307431|0151152062493623608|4821384876076826972|6728992.700802868
1669796383839|1665224772049|4895975744905152481|0248542404435511016|4166666.1654936355
1669796513489|1667078006733|4819696026216563988|4901886719416074836|7339204.299272598
1669797563534|1636757781629|0189432659326273603|4803370477567347703|8894799.63465809
1669799463120|1637478011454|0193936258953642249|0054606145481867469|7988348.848039693
1669800075947|1660160137848|4840243699516444566|0267682702851834081|6259735.426624971
1669802298743|1648198902705|4806185227334453586|4840525174493151914|9045981.802510846
1669802564803|1632655279425|4746794007248506243|0178173660257846333|8297414.7019280745
1669802595770|1656578520019|4768749055431934992|0256142228806697216|6181925.596292567
1669804803131|1661510923372|4883872320906593738|0198721333557724548|9040552.473505706
1669805214415|1669599602153|4910330968717395509|4798303927986553566|779234.4123651141
1669805347957|1656578520019|4805903752357742840|0256142228806697216|793853.6287475206
1669806085224|1641037667606|0205476732998779483|0205476732998780093|7773150.013043691
1669806695943|1665924607094|4808155552171427910|4898227544718839437|7344182.632181882
1669807199147|1666555759733|0189432659326273513|0288511851128423465|8683702.344695697
1669807283043|1633532215432|4792955903429050782|0107804916080181742|7527274.123960474
1669807340368|1645398682200|0219831956811024448|0209135907696018882|4649779.951182723
1669807451156|1642224209546|0209417382672729637|4816036851519324974|8787639.542743437
1669807944628|1662017729615|4810125877008402855|4885561170766858913|4844638.5871799365
1669808348679|1660030052908|0267401227875125091|4732157308459551481|2013846.8612193184
1669808560993|1651513355505|0233342755693135789|4851221223608156377|2914863.9692501975
1669808764286|1642697347295|4822792250960382669|4751860556829298526|1686286.5286452288
1669809065753|1666730406176|4852347123514999356|0289074801081844615|5201347.621645644
1669809236484|1658970455650|0209417382672728711|4875709546581983803|5293092.066535762
1669809712678|1660894037382|4881901996069620012|4835740099889070231|6834897.028774572
1669810112205|1625046373120|4765089880734695864|4709639310322700078|6151391.544302793
1669810156544|1651215324614|4828140275517885438|0238690780250638158|4563213.857605718
1669810434290|1662041781501|4885561170766860012|0146085512912831294|3058253.877325099
1669811189500|1667078006733|4798866877939977136|4901886719416074836|3280169.3105072584
1669811198991|1665924607094|0207728532812464661|4898227544718839437|1286948.2893858587
1669812224773|1657436749344|4870642997001195245|4815192426589193241|9343587.105745576
1669812429598|1648320789007|4734127633296525145|4841088124446573668|1058932.5268098882
1669813426666|1666119192319|4847562048910920662|4898790494672257509|8093384.23582246
1669813653898|1630227495238|4781978379337335036|4737223858040342225|6204864.48562569
1669813699505|1642574540596|0210543282579572448|4783385754220889143|6352455.62216884
1669813725240|1658338911003|4834051250028807285|4873457746768300739|2704061.0964074964
1669814306593|1656861978059|4868672672164218131|4832925350121965848|3300508.6512236116
1669814423714|1642219315777|0074872343805036583|4821103401100118978|5504617.158660392
1669814899322|1634033602251|4738068282970474535|4794363278312607828|7149109.276672366
1669815478745|1654155254563|4786481978964708469|4859946947886187308|3715211.5876395986
1669815741523|1643569191899|0213920982300098932|0177892185281135716|5438582.361098854
1669816403396|1642441872648|4685995412279002016|0210261807602860820|9129601.962965507
1669816497894|1640443714180|0127789639426639120|4815192426589194286|9429123.74398284
1669816820927|1637065515736|0132011764077299093|0192528884070088995|9573196.247490978
1669816960948|1662027187713|4885561170766859564|0202943458208383787|7223547.556192919
1669818392742|1640638113025|4816036851519325394|4814066526682352857|4911590.227595596
1669819388360|1639260881641|4721461259344543792|4811533251891954142|105307.87441852651
1669819411206|1657399995551|4870642997001193815|0206039682952200409|6604476.683291205
1669819594840|1639875608088|4813503576728928611|4793800328359182789|5236292.7384826355
1669820024017|1656906629671|4772689705105883563|4868954147140931097|2895761.0046062833
1669820171452|1642250713783|0209417382672729259|4705980135625457987|8522245.453630757
1669820653210|1627838494696|4774378554966150178|4712172585113095023|1152852.5806199485
1669821646049|1660073708219|4826169950680911981|0267401227875124800|4967538.220505907
1669821710590|1642121373496|4744260732458107357|4820821926123405698|8248161.99986726
1669822309763|1622676031482|4757490056363509887|0057702370225684965|8767092.543009125
1669822419330|1650083346258|0138767163518354449|0235031605553398270|921248.2654386244
1669822527266|1628904118281|4777756254686677140|4766778730594962152|5178776.096813259
1669823378898|1659318074838|4876835446488826994|4741727457667712846|5210970.385599276
1669823413194|1628889281980|4732438783436263338|4777756254686675973|7131497.67036564
1669824378161|1643418326677|4825044050774068272|4745949582318373104|8351224.903689155
1669825141282|1667043689267|0290200700988688038|0056013520365422138|7160969.434595286
1669825171737|1632695314019|4664321839072281832|4790141153661946112|2516820.8861060715
1669825174158|1629302199193|4689373111999532835|0167477611142841399|5192639.440026358
1669825188639|1648099908230|0198721333557723786|0228557681089053993|5444684.790484138
1669825253113|1661281411605|4798866877939976897|4883027895976462716|6055022.4496921245
1669825760834|1653608717898|4858258098025924334|4780008054500360448|1646937.3476171168
1669826068532|1645053612616|4830392075331571629|0168322036072972526|9641948.422514824
1669826468005|1660030052908|0267401227875125091|0250794204249196457|8117409.573329199
1669828674373|1647514915791|4838273374679468562|4779445104546942559|4054632.0102543486
1669829350362|1660030052908|0267401227875125091|4791548528545500414|586200.0020112102
1669829525104|1652029927209|4852910073468422298|4846717623980786040|764991.1682840139
1669829723343|1661281411605|0220957856717866873|4883027895976462716|5519790.328833913
1669830130550|1667608429184|4903857044253050897|4834614199982230410|3934427.4808981484
1669831108127|1657307409312|0218706056904181464|0258394028620383706|397969.1312039879
1669832225580|1628581015583|4776630354779834551|4755519731526534834|4786698.184787349
1669832275655|1661510923372|4883872320906593738|0261490253364201266|1236404.4731064627
1669832320227|1669136229881|4908642118857133724|0139611588448487402|6616744.278808918
1669832350938|1643458645075|0121315714962293336|4825044050774068891|9254218.389429245
1669832996344|1648620166702|0052072870691471493|0230246530949318306|1986440.23853086
1669833698481|1641394660057|4703165385858354668|4818288651333012148|5593563.855427105
1669834076783|1666555759733|4820540451146698074|0288511851128423465|660247.1900900598
1669834107558|1643916107133|4740320082784160383|4826732900634332471|8915270.649394086
1669835030509|1637353794710|0121315714962293336|0193654783976933163|7579954.131593281
1669835345859|1650487261349|0236438980436951216|0229402106019186566|791307.366073194
1669835360995|1643934916885|4826732900634330820|0188869709372851469|843811.6919954752
1669835417350|1642418250821|4821666351053540561|0160440736725074415|9633866.62040831
1669836100594|1620521942110|4736942383063630943|4750453181945745384|7287310.219514457
1669836425923|1668637214496|0295267250569478863|4827858800541172542|852135.9787696981
1669837199786|1623652608462|4760586281107326063|0079094468455695014|1564998.0271343545
1669837265553|1629206647626|0142144863238881814|4778882154593517859|9755169.07909805
1669837308336|1640146469370|4814348001659060753|0188869709372851469|1036051.4931429288
1669837871712|1662762064301|4742571882597845610|4888094445557253161|2746294.830608089
1669838001976|1647523742799|0226587356252079819|0199002808534435273|1185260.7167085283
1669838337356|1625878073609|0062205969853057066|4767904630501804405|2782278.0060997643
1669838411354|1649590148433|4837991899702759175|0233342755693134963|6418459.928220531
1669838546675|1648841584740|0231090955879448817|0177892185281135716|8775374.353199
1669838831992|1660608084135|4837710424726045120|0269371552712099538|7530491.443538215
1669839067513|1644703775635|4798303927986556036|4829266175424728781|6958350.909052099
1669841158682|1635763812014|0188306759419429268|4786763453941418908|1662739.8912988044
1669842084070|1651633135246|0240098155134189570|4762838080921011833|1159670.8803265777
1669842573311|1667550264351|0291889550848951177|4833769775052095746|9893945.709676363
1669842610314|1646214382871|4738631232923894406|4834051250028809697|3430623.4209323092
1669843414395|1637528397501|4805903752357741496|0188869709372850990|7061933.276661037
1669843655635|1663360023387|4889783295417516159|4813222101752219529|8099887.838597847
1669843933454|1660073708219|4764808405757988859|0267401227875124800|1861937.190061772
1669844961020|1646976059226|4759741856177194851|4836584524819202836|3234754.4981602384
1669845136646|1648124926356|4826732900634330820|4840243699516442708|3338670.3264528373
1669846491283|1643472707693|0213358032346679361|4771000855245622376|6559700.530194883
1669846696727|1649825039977|4810970301938532863|4845873199050656080|3001091.2285582004
1669847072098|1669458490142|4909768018763976927|4859946947886189525|747222.6468013576
1669847163896|1638904002906|0198721333557723786|4735253533203370019|785382.18408289
1669847321379|1669458490142|4909768018763976927|0188869709372850990|558871.8224191924
1669847390849|1640913602964|4780852479430494120|4816881276449457402|7037253.761547191
1669847538653|1640727300429|4816318326496038700|4660099714421622762|2476078.4792558886
1669847632400|1663347361712|4801118677753662180|4889783295417519533|4378202.736332134
1669849447779|1657454723654|0258956978573803677|4814348001659062465|3771517.757200902
1669850503122|1638860461822|4810125877008402855|4794644753289315953|7340652.1291195825
1669850781675|1658712120898|0263179103224463873|4754393831619693874|3773465.9458411657
1669851330425|1639189652072|4811251776915243088|4724838959065073865|3695759.7682368937
1669851525375|1635548378786|0187743809466008566|0117093590311634786|2567713.568251938
1669851691346|1632695314019|0171136785840079348|4790141153661946112|1930880.6641148436
1669851733471|1641808537851|0208010007789175846|4686558362232426560|5458931.75419211
1669852659705|1646612857400|4778037729663388252|4835458624912362472|8633742.426396303
1669852835697|1649590148433|4815755376542615302|0233342755693134963|9905328.033140274
1669853281371|1652520859945|0171418260816789601|4854598923328686848|4019488.2080128468
1669853419116|1641939438182|0208572957742596946|0206039682952200409|6421048.044349668
1669853532016|1642106579553|4815755376542613783|4820821926123406312|7428401.173905413
1669853914160|1656578520019|4849813848724606534|0256142228806697216|5562382.948660657
1669854143168|1651096867012|0238409305273926287|0159877786771653965|7898184.689247664
1669854198119|1660608084135|4774941504919569271|0269371552712099538|143508.76016558378
1669854463628|1636623981444|4794081803335896610|4802807527613926790|8671192.119335257
1669854677389|1667375542515|4902168194392785469|0291326600895530273|3726719.49071115
1669855708710|1664093636171|4892316570207915776|4811251776915243170|6199071.083985394
1669855922788|1666286043283|4899353444625681403|4885561170766858913|4558120.870073911
1669857541855|1654924712885|4692187861766637969|0250794204249196457|1408187.3459000604
1669858010920|1668459752928|4906390319043446253|4859946947886187308|4418390.302266355
1669858479368|1669136229881|4908642118857133724|4713017010043224256|8844972.126464665
1669859389556|1660426339271|4880494621186067723|4768186105478513068|1301588.8700522992
1669859513892|1629302199193|4752423506782720065|0167477611142841399|4804248.480358247
1669859520374|1640473476368|4815473901565903302|4699224736184402158|559519.9836567622
1669859553889|1637014733517|4799429827893395982|0192528884070089704|6814781.892382516
1669860092827|1653608717898|4858258098025924334|0211387707509704558|10325.074011214852
1669860217506|1656578520019|0206321157928912957|0256142228806697216|6638444.987877539
1669860681665|1645109012582|4830392075331571211|0056013520365422138|982224.511865375
1669860757489|1642716450380|4748201382132056680|0211106232532992807|3816099.380964707
1669861112565|1666595739305|4808437027148137977|0288793326105133557|9685349.388815815
1669861463387|1614879198338|4732157308459552103|4680084437768077990|5879669.662085139
1669861845271|1636623981444|4712735535066514535|4802807527613926790|5752039.751909273
